Number of clusters	Members in cluster	Percentage of total
839	23	.05200
840	23	.05200
841	23	.05200
842	23	.05200
843	23	.05200
844	23	.05200
845	23	.05200
846	23	.05200
847	23	.05200
848	23	.05200
849	23	.05200
850	23	.05200
851	23	.05200
852	23	.05200
853	22	.04900
854	22	.04900
855	22	.04900
856	22	.04900
857	22	.04900
858	22	.04900
859	22	.04900
860	22	.04900
861	22	.04900
862	22	.04900
863	22	.04900
864	22	.04900
865	22	.04900
866	22	.04900
867	22	.04900
868	22	.04900
869	22	.04900
870	22	.04900
871	22	.04900
872	22	.04900
873	22	.04900
874	22	.04900
875	22	.04900
876	22	.04900
877	22	.04900
878	22	.04900
879	22	.04900
880	22	.04900
881	22	.04900
882	22	.04900
883	22	.04900
884	22	.04900
885	22	.04900
886	22	.04900
887	22	.04900
888	22	.04900
889	22	.04900
890	22	.04900
891	22	.04900
892	22	.04900
893	22	.04900
894	21	.04700
895	21	.04700
896	21	.04700
897	21	.04700
898	21	.04700
899	21	.04700
900	21	.04700
901	21	.04700
902	21	.04700
903	21	.04700
904	21	.04700
905	21	.04700
906	21	.04700
907	21	.04700
908	21	.04700
909	21	.04700
910	21	.04700
911	21	.04700
912	21	.04700
913	21	.04700
914	21	.04700
915	21	.04700
916	21	.04700
917	21	.04700
918	21	.04700
919	21	.04700
920	21	.04700
921	21	.04700
922	21	.04700
923	21	.04700
924	21	.04700
925	21	.04700
926	21	.04700
927	21	.04700
928	21	.04700
929	21	.04700
930	21	.04700
931	21	.04700
932	20	.04500
933	20	.04500
934	20	.04500
935	20	.04500
936	20	.04500
937	20	.04500
938	20	.04500
939	20	.04500
940	20	.04500
941	20	.04500
942	20	.04500
943	20	.04500
944	20	.04500
945	20	.04500
946	20	.04500
947	20	.04500
948	20	.04500
949	20	.04500
950	20	.04500
951	20	.04500
952	20	.04500
953	20	.04500
954	20	.04500
955	20	.04500
956	20	.04500
957	20	.04500
958	20	.04500
959	20	.04500
960	20	.04500
961	20	.04500
962	20	.04500
963	20	.04500
964	20	.04500
965	20	.04500
966	19	.04300
967	19	.04300
968	19	.04300
969	19	.04300
970	19	.04300
971	19	.04300
972	19	.04300
973	19	.04300
974	19	.04300
975	19	.04300
976	19	.04300
977	19	.04300
978	19	.04300
979	19	.04300
980	19	.04300
981	19	.04300
982	19	.04300
983	19	.04300
984	19	.04300
985	19	.04300
986	19	.04300
987	19	.04300
988	19	.04300
989	19	.04300
990	19	.04300
991	19	.04300
992	19	.04300
993	19	.04300
994	19	.04300
995	19	.04300
996	19	.04300
997	19	.04300
998	19	.04300
999	19	.04300
1000	19	.04300
1001	19	.04300
1002	18	.04000
1003	18	.04000
1004	18	.04000
1005	18	.04000
1006	18	.04000
1007	18	.04000
1008	18	.04000
1009	18	.04000
1010	18	.04000
1011	18	.04000
1012	18	.04000
1013	18	.04000
1014	18	.04000
1015	18	.04000
1016	18	.04000
1017	18	.04000
1018	18	.04000
1019	18	.04000
1020	18	.04000
1021	18	.04000
1022	18	.04000
1023	18	.04000
1024	18	.04000
1025	18	.04000
1026	18	.04000
1027	18	.04000
1028	18	.04000
1029	18	.04000
1030	18	.04000
1031	18	.04000
1032	18	.04000
1033	18	.04000
1034	18	.04000
1035	18	.04000
1036	18	.04000
1037	18	.04000
1038	18	.04000
1039	18	.04000
1040	18	.04000
1041	18	.04000
1042	18	.04000
1043	18	.04000
1044	18	.04000
1045	18	.04000
1046	17	.03800
1047	17	.03800
1048	17	.03800
1049	17	.03800
1050	17	.03800
1051	17	.03800
1052	17	.03800
1053	17	.03800
1054	17	.03800
1055	17	.03800
1056	17	.03800
1057	17	.03800
1058	17	.03800
1059	17	.03800
1060	17	.03800
1061	17	.03800
1062	17	.03800
1063	17	.03800
1064	17	.03800
1065	17	.03800
1066	17	.03800
1067	17	.03800
1068	17	.03800
1069	17	.03800
1070	17	.03800
1071	17	.03800
1072	16	.03600
1073	16	.03600
1074	16	.03600
1075	16	.03600
1076	16	.03600
1077	16	.03600
1078	16	.03600
1079	16	.03600
1080	16	.03600
1081	16	.03600
1082	16	.03600
1083	16	.03600
1084	16	.03600
1085	16	.03600
1086	16	.03600
1087	16	.03600
1088	16	.03600
1089	16	.03600
1090	16	.03600
1091	16	.03600
1092	16	.03600
1093	16	.03600
1094	16	.03600
1095	16	.03600
1096	16	.03600
1097	16	.03600
1098	16	.03600
1099	16	.03600
1100	16	.03600
1101	16	.03600
1102	16	.03600
1103	16	.03600
1104	16	.03600
1105	16	.03600
1106	16	.03600
1107	16	.03600
1108	16	.03600
1109	16	.03600
1110	16	.03600
1111	16	.03600
1112	16	.03600
1113	16	.03600
1114	16	.03600
1115	15	.03400
1116	15	.03400
1117	15	.03400
1118	15	.03400
1119	15	.03400
1120	15	.03400
1121	15	.03400
1122	15	.03400
1123	15	.03400
1124	15	.03400
1125	15	.03400
1126	15	.03400
1127	15	.03400
1128	15	.03400
1129	15	.03400
1130	15	.03400
1131	15	.03400
1132	15	.03400
1133	15	.03400
1134	15	.03400
1135	15	.03400
1136	15	.03400
1137	15	.03400
1138	15	.03400
1139	15	.03400
1140	15	.03400
1141	15	.03400
1142	15	.03400
1143	15	.03400
1144	15	.03400
1145	15	.03400
1146	15	.03400
1147	15	.03400
1148	15	.03400
1149	15	.03400
1150	14	.03100
1151	14	.03100
1152	14	.03100
1153	14	.03100
1154	14	.03100
1155	14	.03100
1156	14	.03100
1157	14	.03100
1158	14	.03100
1159	14	.03100
1160	14	.03100
1161	14	.03100
1162	14	.03100
1163	14	.03100
1164	14	.03100
1165	14	.03100
1166	14	.03100
1167	14	.03100
1168	14	.03100
1169	14	.03100
1170	14	.03100
1171	14	.03100
1172	14	.03100
1173	14	.03100
1174	14	.03100
1175	14	.03100
1176	14	.03100
1177	14	.03100
1178	14	.03100
1179	14	.03100
1180	14	.03100
1181	14	.03100
1182	14	.03100
1183	14	.03100
1184	14	.03100
1185	14	.03100
1186	14	.03100
1187	13	.02900
1188	13	.02900
1189	13	.02900
1190	13	.02900
1191	13	.02900
1192	13	.02900
1193	13	.02900
1194	13	.02900
1195	13	.02900
1196	13	.02900
1197	13	.02900
1198	13	.02900
1199	13	.02900
1200	13	.02900
1201	13	.02900
1202	13	.02900
1203	13	.02900
1204	13	.02900
1205	13	.02900
1206	13	.02900
1207	13	.02900
1208	13	.02900
1209	13	.02900
1210	13	.02900
1211	13	.02900
1212	13	.02900
1213	13	.02900
1214	13	.02900
1215	13	.02900
1216	13	.02900
1217	13	.02900
1218	13	.02900
1219	13	.02900
1220	13	.02900
1221	13	.02900
1222	13	.02900
1223	13	.02900
1224	13	.02900
1225	12	.02700
1226	12	.02700
1227	12	.02700
1228	12	.02700
1229	12	.02700
1230	12	.02700
1231	12	.02700
1232	12	.02700
1233	12	.02700
1234	12	.02700
1235	12	.02700
1236	12	.02700
1237	12	.02700
1238	12	.02700
1239	12	.02700
1240	12	.02700
1241	12	.02700
1242	12	.02700
1243	12	.02700
1244	12	.02700
1245	12	.02700
1246	12	.02700
1247	12	.02700
1248	12	.02700
1249	12	.02700
1250	12	.02700
1251	12	.02700
1252	12	.02700
1253	12	.02700
1254	12	.02700
1255	12	.02700
1256	12	.02700
1257	12	.02700
1258	12	.02700
1259	12	.02700
1260	12	.02700
1261	12	.02700
1262	12	.02700
1263	11	.02400
1264	11	.02400
1265	11	.02400
1266	11	.02400
1267	11	.02400
1268	11	.02400
1269	11	.02400
1270	11	.02400
1271	11	.02400
1272	11	.02400
1273	11	.02400
1274	11	.02400
1275	11	.02400
1276	11	.02400
1277	11	.02400
1278	11	.02400
1279	11	.02400
1280	11	.02400
1281	11	.02400
1282	11	.02400
1283	11	.02400
1284	11	.02400
1285	11	.02400
1286	11	.02400
1287	11	.02400
1288	11	.02400
1289	11	.02400
1290	11	.02400
1291	11	.02400
1292	11	.02400
1293	11	.02400
1294	11	.02400
1295	11	.02400
1296	11	.02400
1297	11	.02400
1298	11	.02400
1299	11	.02400
1300	11	.02400
1301	11	.02400
1302	11	.02400
1303	11	.02400
1304	11	.02400
1305	11	.02400
1306	11	.02400
1307	10	.02200
1308	10	.02200
1309	10	.02200
1310	10	.02200
1311	10	.02200
1312	10	.02200
1313	10	.02200
1314	10	.02200
1315	10	.02200
1316	10	.02200
1317	10	.02200
1318	10	.02200
1319	10	.02200
1320	10	.02200
1321	10	.02200
1322	10	.02200
1323	10	.02200
1324	10	.02200
1325	10	.02200
1326	10	.02200
1327	10	.02200
1328	10	.02200
1329	10	.02200
1330	10	.02200
1331	10	.02200
1332	10	.02200
1333	10	.02200
1334	10	.02200
1335	10	.02200
1336	10	.02200
1337	10	.02200
1338	10	.02200
1339	10	.02200
1340	9	.02000
1341	9	.02000
1342	9	.02000
1343	9	.02000
1344	9	.02000
1345	9	.02000
1346	9	.02000
1347	9	.02000
1348	9	.02000
1349	9	.02000
1350	9	.02000
1351	9	.02000
1352	9	.02000
1353	9	.02000
1354	9	.02000
1355	9	.02000
1356	9	.02000
1357	9	.02000
1358	9	.02000
1359	9	.02000
1360	9	.02000
1361	9	.02000
1362	9	.02000
1363	9	.02000
1364	9	.02000
1365	9	.02000
1366	9	.02000
1367	9	.02000
1368	9	.02000
1369	9	.02000
1370	9	.02000
1371	9	.02000
1372	9	.02000
1373	9	.02000
1374	9	.02000
1375	9	.02000
1376	9	.02000
1377	9	.02000
1378	9	.02000
1379	8	.01800
1380	8	.01800
1381	8	.01800
1382	8	.01800
1383	8	.01800
1384	8	.01800
1385	8	.01800
1386	8	.01800
1387	8	.01800
1388	8	.01800
1389	8	.01800
1390	8	.01800
1391	8	.01800
1392	8	.01800
1393	8	.01800
1394	8	.01800
1395	8	.01800
1396	8	.01800
1397	8	.01800
1398	8	.01800
1399	8	.01800
1400	8	.01800
1401	8	.01800
1402	8	.01800
1403	8	.01800
1404	8	.01800
1405	8	.01800
1406	8	.01800
1407	8	.01800
1408	8	.01800
1409	8	.01800
1410	8	.01800
1411	8	.01800
1412	8	.01800
1413	8	.01800
1414	8	.01800
1415	8	.01800
1416	8	.01800
1417	8	.01800
1418	8	.01800
1419	8	.01800
1420	7	.01500
1421	7	.01500
1422	7	.01500
1423	7	.01500
1424	7	.01500
1425	7	.01500
1426	7	.01500
1427	7	.01500
1428	7	.01500
1429	7	.01500
1430	7	.01500
1431	7	.01500
1432	7	.01500
1433	7	.01500
1434	7	.01500
1435	7	.01500
1436	7	.01500
1437	7	.01500
1438	7	.01500
1439	7	.01500
1440	7	.01500
1441	7	.01500
1442	7	.01500
1443	7	.01500
1444	7	.01500
1445	7	.01500
1446	7	.01500
1447	7	.01500
1448	7	.01500
1449	7	.01500
1450	7	.01500
1451	7	.01500
1452	7	.01500
1453	7	.01500
1454	7	.01500
1455	7	.01500
1456	7	.01500
1457	7	.01500
1458	7	.01500
1459	7	.01500
1460	7	.01500
1461	7	.01500
1462	7	.01500
1463	7	.01500
1464	7	.01500
1465	7	.01500
1466	7	.01500
1467	7	.01500
1468	7	.01500
1469	7	.01500
1470	7	.01500
1471	7	.01500
1472	7	.01500
1473	7	.01500
1474	7	.01500
1475	7	.01500
1476	7	.01500
1477	7	.01500
1478	7	.01500
1479	6	.01300
1480	6	.01300
1481	6	.01300
1482	6	.01300
1483	6	.01300
1484	6	.01300
1485	6	.01300
1486	6	.01300
1487	6	.01300
1488	6	.01300
1489	6	.01300
1490	6	.01300
1491	6	.01300
1492	6	.01300
1493	6	.01300
1494	6	.01300
1495	6	.01300
1496	6	.01300
1497	6	.01300
1498	6	.01300
1499	6	.01300
1500	6	.01300
1501	6	.01300
1502	6	.01300
1503	6	.01300
1504	6	.01300
1505	6	.01300
1506	6	.01300
1507	6	.01300
1508	6	.01300
1509	6	.01300
1510	6	.01300
1511	6	.01300
1512	6	.01300
1513	6	.01300
1514	6	.01300
1515	6	.01300
1516	6	.01300
1517	6	.01300
1518	6	.01300
1519	6	.01300
1520	6	.01300
1521	6	.01300
1522	6	.01300
1523	6	.01300
1524	6	.01300
1525	6	.01300
1526	6	.01300
1527	6	.01300
1528	6	.01300
1529	6	.01300
1530	6	.01300
1531	6	.01300
1532	6	.01300
1533	6	.01300
1534	6	.01300
1535	6	.01300
1536	6	.01300
1537	6	.01300
1538	6	.01300
1539	6	.01300
1540	6	.01300
1541	6	.01300
1542	6	.01300
1543	6	.01300
1544	6	.01300
1545	6	.01300
1546	6	.01300
1547	6	.01300
1548	6	.01300
1549	6	.01300
1550	5	.01100
1551	5	.01100
1552	5	.01100
1553	5	.01100
1554	5	.01100
1555	5	.01100
1556	5	.01100
1557	5	.01100
1558	5	.01100
1559	5	.01100
1560	5	.01100
1561	5	.01100
1562	5	.01100
1563	5	.01100
1564	5	.01100
1565	5	.01100
1566	5	.01100
1567	5	.01100
1568	5	.01100
1569	5	.01100
1570	5	.01100
1571	5	.01100
1572	5	.01100
1573	5	.01100
1574	5	.01100
1575	5	.01100
1576	5	.01100
1577	5	.01100
1578	5	.01100
1579	5	.01100
1580	5	.01100
1581	5	.01100
1582	5	.01100
1583	5	.01100
1584	5	.01100
1585	5	.01100
1586	5	.01100
1587	5	.01100
1588	5	.01100
1589	5	.01100
1590	5	.01100
1591	5	.01100
1592	5	.01100
1593	5	.01100
1594	5	.01100
1595	5	.01100
1596	5	.01100
1597	5	.01100
1598	5	.01100
1599	5	.01100
1600	5	.01100
1601	5	.01100
1602	5	.01100
1603	5	.01100
1604	5	.01100
1605	5	.01100
1606	5	.01100
1607	5	.01100
1608	5	.01100
1609	5	.01100
1610	5	.01100
1611	5	.01100
1612	5	.01100
1613	5	.01100
1614	5	.01100
1615	5	.01100
1616	5	.01100
1617	5	.01100
1618	5	.01100
1619	4	.00900
1620	4	.00900
1621	4	.00900
1622	4	.00900
1623	4	.00900
1624	4	.00900
1625	4	.00900
1626	4	.00900
1627	4	.00900
1628	4	.00900
1629	4	.00900
1630	4	.00900
1631	4	.00900
1632	4	.00900
1633	4	.00900
1634	4	.00900
1635	4	.00900
1636	4	.00900
1637	4	.00900
1638	4	.00900
1639	4	.00900
1640	4	.00900
1641	4	.00900
1642	4	.00900
1643	4	.00900
1644	4	.00900
1645	4	.00900
1646	4	.00900
1647	4	.00900
1648	4	.00900
1649	4	.00900
1650	4	.00900
1651	4	.00900
1652	4	.00900
1653	4	.00900
1654	4	.00900
1655	4	.00900
1656	4	.00900
1657	4	.00900
1658	4	.00900
1659	4	.00900
1660	4	.00900
1661	4	.00900
