Number of clusters	Members in cluster	Percentage of total
1662	4	.00900
1663	4	.00900
1664	4	.00900
1665	4	.00900
1666	4	.00900
1667	4	.00900
1668	4	.00900
1669	4	.00900
1670	4	.00900
1671	4	.00900
1672	4	.00900
1673	4	.00900
1674	4	.00900
1675	4	.00900
1676	4	.00900
1677	4	.00900
1678	4	.00900
1679	4	.00900
1680	4	.00900
1681	4	.00900
1682	4	.00900
1683	4	.00900
1684	4	.00900
1685	4	.00900
1686	4	.00900
1687	4	.00900
1688	4	.00900
1689	4	.00900
1690	4	.00900
1691	4	.00900
1692	4	.00900
1693	4	.00900
1694	4	.00900
1695	4	.00900
1696	4	.00900
1697	4	.00900
1698	4	.00900
1699	3	.00600
1700	3	.00600
1701	3	.00600
1702	3	.00600
1703	3	.00600
1704	3	.00600
1705	3	.00600
1706	3	.00600
1707	3	.00600
1708	3	.00600
1709	3	.00600
1710	3	.00600
1711	3	.00600
1712	3	.00600
1713	3	.00600
1714	3	.00600
1715	3	.00600
1716	3	.00600
1717	3	.00600
1718	3	.00600
1719	3	.00600
1720	3	.00600
1721	3	.00600
1722	3	.00600
1723	3	.00600
1724	3	.00600
1725	3	.00600
1726	3	.00600
1727	3	.00600
1728	3	.00600
1729	3	.00600
1730	3	.00600
1731	3	.00600
1732	3	.00600
1733	3	.00600
1734	3	.00600
1735	3	.00600
1736	3	.00600
1737	3	.00600
1738	3	.00600
1739	3	.00600
1740	3	.00600
1741	3	.00600
1742	3	.00600
1743	3	.00600
1744	3	.00600
1745	3	.00600
1746	3	.00600
1747	3	.00600
1748	3	.00600
1749	3	.00600
1750	3	.00600
1751	3	.00600
1752	3	.00600
1753	3	.00600
1754	3	.00600
1755	3	.00600
1756	3	.00600
1757	3	.00600
1758	3	.00600
1759	3	.00600
1760	3	.00600
1761	3	.00600
1762	3	.00600
1763	3	.00600
1764	3	.00600
1765	3	.00600
1766	3	.00600
1767	3	.00600
1768	3	.00600
1769	3	.00600
1770	3	.00600
1771	3	.00600
1772	3	.00600
1773	3	.00600
1774	3	.00600
1775	3	.00600
1776	3	.00600
1777	3	.00600
1778	3	.00600
1779	3	.00600
1780	3	.00600
1781	3	.00600
1782	3	.00600
1783	3	.00600
1784	3	.00600
1785	3	.00600
1786	3	.00600
1787	3	.00600
1788	3	.00600
1789	3	.00600
1790	3	.00600
1791	3	.00600
1792	2	.00400
1793	2	.00400
1794	2	.00400
1795	2	.00400
1796	2	.00400
1797	2	.00400
1798	2	.00400
1799	2	.00400
1800	2	.00400
1801	2	.00400
1802	2	.00400
1803	2	.00400
1804	2	.00400
1805	2	.00400
1806	2	.00400
1807	2	.00400
1808	2	.00400
1809	2	.00400
1810	2	.00400
1811	2	.00400
1812	2	.00400
1813	2	.00400
1814	2	.00400
1815	2	.00400
1816	2	.00400
1817	2	.00400
1818	2	.00400
1819	2	.00400
1820	2	.00400
1821	2	.00400
1822	2	.00400
1823	2	.00400
1824	2	.00400
1825	2	.00400
1826	2	.00400
1827	2	.00400
1828	2	.00400
1829	2	.00400
1830	2	.00400
1831	2	.00400
1832	2	.00400
1833	2	.00400
1834	2	.00400
1835	2	.00400
1836	2	.00400
1837	2	.00400
1838	2	.00400
1839	2	.00400
1840	2	.00400
1841	2	.00400
1842	2	.00400
1843	2	.00400
1844	2	.00400
1845	2	.00400
1846	2	.00400
1847	2	.00400
1848	2	.00400
1849	2	.00400
1850	2	.00400
1851	2	.00400
1852	2	.00400
1853	2	.00400
1854	2	.00400
1855	2	.00400
1856	2	.00400
1857	2	.00400
1858	2	.00400
1859	2	.00400
1860	2	.00400
1861	2	.00400
1862	2	.00400
1863	2	.00400
1864	2	.00400
1865	2	.00400
1866	2	.00400
1867	2	.00400
1868	2	.00400
1869	2	.00400
1870	2	.00400
1871	2	.00400
1872	2	.00400
1873	2	.00400
1874	2	.00400
1875	2	.00400
1876	2	.00400
1877	2	.00400
1878	2	.00400
1879	2	.00400
1880	2	.00400
1881	2	.00400
1882	2	.00400
1883	2	.00400
1884	2	.00400
1885	2	.00400
1886	2	.00400
1887	2	.00400
1888	2	.00400
1889	2	.00400
1890	2	.00400
1891	2	.00400
1892	2	.00400
1893	2	.00400
1894	2	.00400
1895	2	.00400
1896	2	.00400
1897	2	.00400
1898	2	.00400
1899	2	.00400
1900	2	.00400
1901	2	.00400
1902	2	.00400
1903	2	.00400
1904	2	.00400
1905	2	.00400
1906	2	.00400
1907	2	.00400
1908	2	.00400
1909	2	.00400
1910	2	.00400
1911	2	.00400
1912	2	.00400
1913	2	.00400
1914	2	.00400
1915	2	.00400
1916	2	.00400
1917	2	.00400
1918	2	.00400
1919	2	.00400
1920	2	.00400
1921	2	.00400
1922	2	.00400
1923	2	.00400
1924	2	.00400
1925	2	.00400
1926	2	.00400
1927	2	.00400
1928	2	.00400
1929	2	.00400
1930	2	.00400
1931	2	.00400
1932	2	.00400
1933	2	.00400
1934	2	.00400
1935	2	.00400
1936	2	.00400
1937	2	.00400
1938	2	.00400
1939	2	.00400
1940	2	.00400
1941	2	.00400
1942	1	.00200
1943	1	.00200
1944	1	.00200
1945	1	.00200
1946	1	.00200
1947	1	.00200
1948	1	.00200
1949	1	.00200
1950	1	.00200
1951	1	.00200
1952	1	.00200
1953	1	.00200
1954	1	.00200
1955	1	.00200
1956	1	.00200
1957	1	.00200
1958	1	.00200
1959	1	.00200
1960	1	.00200
1961	1	.00200
1962	1	.00200
1963	1	.00200
1964	1	.00200
1965	1	.00200
1966	1	.00200
1967	1	.00200
1968	1	.00200
1969	1	.00200
1970	1	.00200
1971	1	.00200
1972	1	.00200
1973	1	.00200
1974	1	.00200
1975	1	.00200
1976	1	.00200
1977	1	.00200
1978	1	.00200
1979	1	.00200
1980	1	.00200
1981	1	.00200
1982	1	.00200
1983	1	.00200
1984	1	.00200
1985	1	.00200
1986	1	.00200
1987	1	.00200
1988	1	.00200
1989	1	.00200
1990	1	.00200
1991	1	.00200
1992	1	.00200
1993	1	.00200
1994	1	.00200
1995	1	.00200
1996	1	.00200
1997	1	.00200
1998	1	.00200
1999	1	.00200
2000	1	.00200
2001	1	.00200
2002	1	.00200
2003	1	.00200
2004	1	.00200
2005	1	.00200
2006	1	.00200
2007	1	.00200
2008	1	.00200
2009	1	.00200
2010	1	.00200
2011	1	.00200
2012	1	.00200
2013	1	.00200
2014	1	.00200
2015	1	.00200
2016	1	.00200
2017	1	.00200
2018	1	.00200
2019	1	.00200
2020	1	.00200
2021	1	.00200
2022	1	.00200
2023	1	.00200
2024	1	.00200
2025	1	.00200
2026	1	.00200
2027	1	.00200
2028	1	.00200
2029	1	.00200
2030	1	.00200
2031	1	.00200
2032	1	.00200
2033	1	.00200
2034	1	.00200
2035	1	.00200
2036	1	.00200
2037	1	.00200
2038	1	.00200
2039	1	.00200
2040	1	.00200
2041	1	.00200
2042	1	.00200
2043	1	.00200
2044	1	.00200
2045	1	.00200
2046	1	.00200
2047	1	.00200
2048	1	.00200
2049	1	.00200
2050	1	.00200
2051	1	.00200
2052	1	.00200
2053	1	.00200
2054	1	.00200
2055	1	.00200
2056	1	.00200
2057	1	.00200
2058	1	.00200
2059	1	.00200
2060	1	.00200
2061	1	.00200
2062	1	.00200
2063	1	.00200
2064	1	.00200
2065	1	.00200
2066	1	.00200
2067	1	.00200
2068	1	.00200
2069	1	.00200
2070	1	.00200
2071	1	.00200
2072	1	.00200
2073	1	.00200
2074	1	.00200
2075	1	.00200
2076	1	.00200
2077	1	.00200
2078	1	.00200
2079	1	.00200
2080	1	.00200
2081	1	.00200
2082	1	.00200
2083	1	.00200
2084	1	.00200
2085	1	.00200
2086	1	.00200
2087	1	.00200
2088	1	.00200
2089	1	.00200
2090	1	.00200
2091	1	.00200
2092	1	.00200
2093	1	.00200
2094	1	.00200
2095	1	.00200
2096	1	.00200
2097	1	.00200
2098	1	.00200
2099	1	.00200
2100	1	.00200
2101	1	.00200
2102	1	.00200
2103	1	.00200
2104	1	.00200
2105	1	.00200
2106	1	.00200
2107	1	.00200
2108	1	.00200
2109	1	.00200
2110	1	.00200
2111	1	.00200
2112	1	.00200
2113	1	.00200
2114	1	.00200
2115	1	.00200
2116	1	.00200
2117	1	.00200
2118	1	.00200
2119	1	.00200
2120	1	.00200
2121	1	.00200
2122	1	.00200
2123	1	.00200
2124	1	.00200
2125	1	.00200
2126	1	.00200
2127	1	.00200
2128	1	.00200
2129	1	.00200
2130	1	.00200
2131	1	.00200
2132	1	.00200
2133	1	.00200
2134	1	.00200
2135	1	.00200
2136	1	.00200
2137	1	.00200
2138	1	.00200
2139	1	.00200
2140	1	.00200
2141	1	.00200
2142	1	.00200
2143	1	.00200
2144	1	.00200
2145	1	.00200
2146	1	.00200
2147	1	.00200
2148	1	.00200
2149	1	.00200
2150	1	.00200
2151	1	.00200
2152	1	.00200
2153	1	.00200
2154	1	.00200
2155	1	.00200
2156	1	.00200
2157	1	.00200
2158	1	.00200
2159	1	.00200
2160	1	.00200
2161	1	.00200
2162	1	.00200
2163	1	.00200
2164	1	.00200
2165	1	.00200
2166	1	.00200
2167	1	.00200
2168	1	.00200
2169	1	.00200
2170	1	.00200
2171	1	.00200
2172	1	.00200
2173	1	.00200
2174	1	.00200
2175	1	.00200
2176	1	.00200
2177	1	.00200
2178	1	.00200
2179	1	.00200
