Number of clusters	Members in cluster	Percentage of total
775	11	.02400
776	11	.02400
777	11	.02400
778	11	.02400
779	11	.02400
780	11	.02400
781	11	.02400
782	11	.02400
783	11	.02400
784	11	.02400
785	11	.02400
786	11	.02400
787	11	.02400
788	11	.02400
789	11	.02400
790	11	.02400
791	11	.02400
792	11	.02400
793	11	.02400
794	11	.02400
795	11	.02400
796	11	.02400
797	11	.02400
798	11	.02400
799	11	.02400
800	11	.02400
801	11	.02400
802	11	.02400
803	11	.02400
804	11	.02400
805	11	.02400
806	11	.02400
807	11	.02400
808	11	.02400
809	11	.02400
810	11	.02400
811	11	.02400
812	11	.02400
813	11	.02400
814	11	.02400
815	11	.02400
816	11	.02400
817	11	.02400
818	11	.02400
819	11	.02400
820	11	.02400
821	11	.02400
822	11	.02400
823	11	.02400
824	11	.02400
825	11	.02400
826	11	.02400
827	11	.02400
828	11	.02400
829	11	.02400
830	11	.02400
831	11	.02400
832	10	.02200
833	10	.02200
834	10	.02200
835	10	.02200
836	10	.02200
837	10	.02200
838	10	.02200
839	10	.02200
840	10	.02200
841	10	.02200
842	10	.02200
843	10	.02200
844	10	.02200
845	10	.02200
846	10	.02200
847	10	.02200
848	10	.02200
849	10	.02200
850	10	.02200
851	10	.02200
852	10	.02200
853	10	.02200
854	10	.02200
855	10	.02200
856	10	.02200
857	10	.02200
858	10	.02200
859	10	.02200
860	10	.02200
861	10	.02200
862	10	.02200
863	10	.02200
864	10	.02200
865	10	.02200
866	10	.02200
867	10	.02200
868	10	.02200
869	10	.02200
870	10	.02200
871	10	.02200
872	10	.02200
873	10	.02200
874	10	.02200
875	10	.02200
876	10	.02200
877	10	.02200
878	10	.02200
879	10	.02200
880	10	.02200
881	10	.02200
882	10	.02200
883	10	.02200
884	10	.02200
885	10	.02200
886	10	.02200
887	10	.02200
888	10	.02200
889	10	.02200
890	10	.02200
891	10	.02200
892	10	.02200
893	10	.02200
894	10	.02200
895	10	.02200
896	10	.02200
897	10	.02200
898	10	.02200
899	10	.02200
900	10	.02200
901	10	.02200
902	10	.02200
903	10	.02200
904	10	.02200
905	10	.02200
906	10	.02200
907	10	.02200
908	10	.02200
909	10	.02200
910	10	.02200
911	10	.02200
912	10	.02200
913	10	.02200
914	10	.02200
915	10	.02200
916	10	.02200
917	10	.02200
918	10	.02200
919	10	.02200
920	10	.02200
921	10	.02200
922	10	.02200
923	10	.02200
924	10	.02200
925	10	.02200
926	10	.02200
927	10	.02200
928	10	.02200
929	10	.02200
930	10	.02200
931	10	.02200
932	10	.02200
933	10	.02200
934	10	.02200
935	10	.02200
936	10	.02200
937	10	.02200
938	10	.02200
939	10	.02200
940	10	.02200
941	10	.02200
942	10	.02200
943	10	.02200
944	10	.02200
945	10	.02200
946	10	.02200
947	10	.02200
948	10	.02200
949	10	.02200
950	10	.02200
951	10	.02200
952	10	.02200
953	10	.02200
954	10	.02200
955	10	.02200
956	10	.02200
957	10	.02200
958	10	.02200
959	10	.02200
960	10	.02200
961	10	.02200
962	10	.02200
963	10	.02200
964	10	.02200
965	10	.02200
966	10	.02200
967	10	.02200
968	10	.02200
969	10	.02200
970	10	.02200
971	10	.02200
972	10	.02200
973	10	.02200
974	10	.02200
975	10	.02200
976	10	.02200
977	10	.02200
978	10	.02200
979	10	.02200
980	10	.02200
981	10	.02200
982	10	.02200
983	10	.02200
984	10	.02200
985	10	.02200
986	10	.02200
987	10	.02200
988	10	.02200
989	10	.02200
990	10	.02200
991	10	.02200
992	10	.02200
993	10	.02200
994	10	.02200
995	10	.02200
996	10	.02200
997	10	.02200
998	10	.02200
999	10	.02200
1000	10	.02200
1001	10	.02200
1002	10	.02200
1003	10	.02200
1004	10	.02200
1005	10	.02200
1006	10	.02200
1007	10	.02200
1008	10	.02200
1009	10	.02200
1010	10	.02200
1011	10	.02200
1012	10	.02200
1013	10	.02200
1014	10	.02200
1015	10	.02200
1016	10	.02200
1017	10	.02200
1018	10	.02200
1019	10	.02200
1020	10	.02200
1021	10	.02200
1022	10	.02200
1023	10	.02200
1024	10	.02200
1025	10	.02200
1026	10	.02200
1027	10	.02200
1028	10	.02200
1029	10	.02200
1030	10	.02200
1031	10	.02200
1032	10	.02200
1033	10	.02200
1034	10	.02200
1035	10	.02200
1036	10	.02200
1037	10	.02200
1038	10	.02200
1039	10	.02200
1040	10	.02200
1041	10	.02200
1042	10	.02200
1043	10	.02200
1044	10	.02200
1045	10	.02200
1046	10	.02200
1047	10	.02200
1048	10	.02200
1049	10	.02200
1050	10	.02200
1051	10	.02200
1052	10	.02200
1053	10	.02200
1054	10	.02200
1055	10	.02200
1056	10	.02200
1057	10	.02200
1058	10	.02200
1059	10	.02200
1060	10	.02200
1061	10	.02200
1062	10	.02200
1063	10	.02200
1064	10	.02200
1065	10	.02200
1066	10	.02200
1067	10	.02200
1068	10	.02200
1069	10	.02200
1070	10	.02200
1071	10	.02200
1072	10	.02200
1073	10	.02200
1074	10	.02200
1075	10	.02200
1076	10	.02200
1077	10	.02200
1078	10	.02200
1079	10	.02200
1080	10	.02200
1081	10	.02200
1082	10	.02200
1083	10	.02200
1084	10	.02200
1085	10	.02200
1086	10	.02200
1087	10	.02200
1088	10	.02200
1089	10	.02200
1090	10	.02200
1091	10	.02200
1092	10	.02200
1093	10	.02200
1094	10	.02200
1095	10	.02200
1096	10	.02200
1097	10	.02200
1098	10	.02200
1099	10	.02200
1100	10	.02200
1101	10	.02200
1102	10	.02200
1103	10	.02200
1104	10	.02200
1105	10	.02200
1106	10	.02200
1107	10	.02200
1108	10	.02200
1109	10	.02200
1110	10	.02200
1111	10	.02200
1112	10	.02200
1113	10	.02200
1114	10	.02200
1115	10	.02200
1116	10	.02200
1117	10	.02200
1118	10	.02200
1119	10	.02200
1120	10	.02200
1121	10	.02200
1122	10	.02200
1123	10	.02200
1124	10	.02200
1125	10	.02200
1126	10	.02200
1127	10	.02200
1128	10	.02200
1129	10	.02200
1130	10	.02200
1131	10	.02200
1132	10	.02200
1133	10	.02200
1134	10	.02200
1135	10	.02200
1136	10	.02200
1137	10	.02200
1138	10	.02200
1139	10	.02200
1140	10	.02200
1141	10	.02200
1142	10	.02200
1143	10	.02200
1144	10	.02200
1145	10	.02200
1146	10	.02200
1147	10	.02200
1148	10	.02200
1149	10	.02200
1150	10	.02200
1151	10	.02200
1152	10	.02200
1153	10	.02200
1154	10	.02200
1155	10	.02200
1156	10	.02200
1157	10	.02200
1158	10	.02200
1159	10	.02200
1160	10	.02200
1161	10	.02200
1162	10	.02200
1163	10	.02200
1164	10	.02200
1165	10	.02200
1166	10	.02200
1167	10	.02200
1168	10	.02200
1169	10	.02200
1170	10	.02200
1171	10	.02200
1172	10	.02200
1173	10	.02200
1174	10	.02200
1175	10	.02200
1176	10	.02200
1177	10	.02200
1178	10	.02200
1179	10	.02200
1180	10	.02200
1181	10	.02200
1182	10	.02200
1183	10	.02200
1184	10	.02200
1185	10	.02200
1186	10	.02200
1187	10	.02200
1188	10	.02200
1189	10	.02200
1190	10	.02200
1191	10	.02200
1192	10	.02200
1193	10	.02200
1194	10	.02200
1195	10	.02200
1196	10	.02200
1197	10	.02200
1198	10	.02200
1199	10	.02200
1200	10	.02200
1201	9	.02000
1202	9	.02000
1203	9	.02000
1204	9	.02000
1205	9	.02000
1206	9	.02000
1207	9	.02000
1208	9	.02000
1209	9	.02000
1210	9	.02000
1211	9	.02000
1212	9	.02000
1213	9	.02000
1214	9	.02000
1215	9	.02000
1216	9	.02000
1217	9	.02000
1218	9	.02000
1219	9	.02000
1220	9	.02000
1221	9	.02000
1222	9	.02000
1223	9	.02000
1224	9	.02000
1225	9	.02000
1226	9	.02000
1227	9	.02000
1228	9	.02000
1229	9	.02000
1230	9	.02000
1231	9	.02000
1232	9	.02000
1233	9	.02000
1234	9	.02000
1235	9	.02000
1236	9	.02000
1237	9	.02000
1238	9	.02000
1239	9	.02000
1240	9	.02000
1241	9	.02000
1242	9	.02000
1243	9	.02000
1244	9	.02000
1245	9	.02000
1246	9	.02000
1247	9	.02000
1248	9	.02000
1249	9	.02000
1250	9	.02000
1251	9	.02000
1252	9	.02000
1253	9	.02000
1254	9	.02000
1255	9	.02000
1256	9	.02000
1257	9	.02000
1258	9	.02000
1259	9	.02000
1260	9	.02000
1261	9	.02000
1262	9	.02000
1263	9	.02000
1264	9	.02000
1265	9	.02000
1266	9	.02000
1267	9	.02000
1268	9	.02000
1269	9	.02000
1270	9	.02000
1271	9	.02000
1272	9	.02000
1273	9	.02000
1274	9	.02000
1275	9	.02000
1276	9	.02000
1277	9	.02000
1278	9	.02000
1279	9	.02000
1280	9	.02000
1281	9	.02000
1282	9	.02000
1283	9	.02000
1284	9	.02000
1285	9	.02000
1286	9	.02000
1287	9	.02000
1288	9	.02000
1289	9	.02000
1290	9	.02000
1291	9	.02000
1292	9	.02000
1293	9	.02000
1294	9	.02000
1295	9	.02000
1296	9	.02000
1297	9	.02000
1298	9	.02000
1299	9	.02000
1300	9	.02000
1301	9	.02000
1302	9	.02000
1303	9	.02000
1304	9	.02000
1305	9	.02000
1306	9	.02000
1307	9	.02000
1308	9	.02000
1309	9	.02000
1310	9	.02000
1311	9	.02000
1312	9	.02000
1313	9	.02000
1314	9	.02000
1315	9	.02000
1316	9	.02000
1317	9	.02000
1318	9	.02000
1319	9	.02000
1320	9	.02000
1321	9	.02000
1322	9	.02000
1323	9	.02000
1324	9	.02000
1325	9	.02000
1326	9	.02000
1327	9	.02000
1328	9	.02000
1329	9	.02000
1330	9	.02000
1331	9	.02000
1332	9	.02000
1333	9	.02000
1334	9	.02000
1335	9	.02000
1336	9	.02000
1337	9	.02000
1338	9	.02000
1339	9	.02000
1340	9	.02000
1341	9	.02000
1342	9	.02000
1343	9	.02000
1344	9	.02000
1345	9	.02000
1346	9	.02000
1347	9	.02000
1348	9	.02000
1349	9	.02000
1350	9	.02000
1351	9	.02000
1352	9	.02000
1353	9	.02000
1354	9	.02000
1355	9	.02000
1356	9	.02000
1357	9	.02000
1358	9	.02000
1359	9	.02000
1360	9	.02000
1361	9	.02000
1362	9	.02000
1363	9	.02000
1364	9	.02000
1365	9	.02000
1366	9	.02000
1367	9	.02000
1368	9	.02000
1369	9	.02000
1370	9	.02000
1371	9	.02000
1372	9	.02000
1373	9	.02000
1374	9	.02000
1375	9	.02000
1376	9	.02000
1377	9	.02000
1378	9	.02000
1379	9	.02000
1380	9	.02000
1381	9	.02000
1382	9	.02000
1383	9	.02000
1384	9	.02000
1385	9	.02000
1386	9	.02000
1387	9	.02000
1388	9	.02000
1389	9	.02000
1390	9	.02000
1391	9	.02000
1392	9	.02000
1393	9	.02000
1394	9	.02000
1395	9	.02000
1396	9	.02000
1397	9	.02000
1398	9	.02000
1399	9	.02000
1400	9	.02000
1401	9	.02000
1402	9	.02000
1403	9	.02000
1404	9	.02000
1405	9	.02000
1406	9	.02000
1407	9	.02000
1408	9	.02000
1409	9	.02000
1410	9	.02000
1411	9	.02000
1412	9	.02000
1413	9	.02000
1414	9	.02000
1415	9	.02000
1416	9	.02000
1417	9	.02000
1418	9	.02000
1419	9	.02000
1420	9	.02000
1421	9	.02000
1422	9	.02000
1423	9	.02000
1424	9	.02000
1425	9	.02000
1426	9	.02000
1427	9	.02000
1428	9	.02000
1429	9	.02000
1430	9	.02000
1431	9	.02000
1432	9	.02000
1433	9	.02000
1434	9	.02000
1435	9	.02000
1436	9	.02000
1437	9	.02000
1438	9	.02000
1439	9	.02000
1440	9	.02000
1441	9	.02000
1442	9	.02000
1443	9	.02000
1444	9	.02000
1445	9	.02000
1446	9	.02000
1447	9	.02000
1448	9	.02000
1449	9	.02000
1450	9	.02000
1451	9	.02000
1452	9	.02000
1453	9	.02000
1454	9	.02000
1455	9	.02000
1456	9	.02000
1457	9	.02000
1458	9	.02000
1459	9	.02000
1460	9	.02000
1461	9	.02000
1462	9	.02000
1463	9	.02000
1464	9	.02000
1465	9	.02000
1466	9	.02000
1467	9	.02000
1468	9	.02000
1469	9	.02000
1470	9	.02000
1471	9	.02000
1472	9	.02000
1473	9	.02000
1474	9	.02000
1475	9	.02000
1476	9	.02000
1477	9	.02000
1478	9	.02000
1479	9	.02000
1480	9	.02000
1481	9	.02000
1482	9	.02000
1483	9	.02000
1484	9	.02000
1485	9	.02000
1486	9	.02000
1487	9	.02000
1488	9	.02000
1489	9	.02000
1490	9	.02000
1491	9	.02000
1492	9	.02000
1493	9	.02000
1494	9	.02000
1495	9	.02000
1496	9	.02000
1497	9	.02000
1498	9	.02000
1499	9	.02000
1500	9	.02000
1501	9	.02000
1502	9	.02000
1503	9	.02000
1504	9	.02000
1505	9	.02000
1506	9	.02000
1507	9	.02000
1508	9	.02000
1509	9	.02000
1510	9	.02000
1511	9	.02000
1512	9	.02000
1513	9	.02000
1514	9	.02000
1515	9	.02000
1516	9	.02000
1517	9	.02000
1518	9	.02000
1519	9	.02000
1520	9	.02000
1521	9	.02000
1522	9	.02000
1523	9	.02000
1524	9	.02000
1525	9	.02000
1526	9	.02000
1527	9	.02000
1528	9	.02000
1529	9	.02000
1530	9	.02000
1531	9	.02000
1532	9	.02000
1533	9	.02000
1534	9	.02000
1535	9	.02000
1536	9	.02000
1537	9	.02000
1538	9	.02000
1539	9	.02000
1540	9	.02000
1541	9	.02000
1542	9	.02000
1543	9	.02000
1544	9	.02000
1545	9	.02000
1546	9	.02000
1547	9	.02000
1548	9	.02000
1549	9	.02000
1550	9	.02000
1551	9	.02000
1552	9	.02000
1553	9	.02000
1554	9	.02000
1555	9	.02000
1556	9	.02000
1557	9	.02000
1558	9	.02000
1559	9	.02000
1560	9	.02000
1561	9	.02000
1562	9	.02000
1563	9	.02000
1564	9	.02000
1565	9	.02000
1566	9	.02000
1567	9	.02000
1568	9	.02000
1569	9	.02000
1570	9	.02000
1571	9	.02000
1572	9	.02000
1573	9	.02000
1574	9	.02000
1575	9	.02000
1576	9	.02000
1577	9	.02000
1578	9	.02000
1579	9	.02000
1580	9	.02000
1581	9	.02000
1582	9	.02000
1583	9	.02000
1584	9	.02000
1585	9	.02000
1586	9	.02000
1587	9	.02000
1588	9	.02000
1589	9	.02000
1590	9	.02000
1591	9	.02000
1592	9	.02000
1593	9	.02000
1594	9	.02000
1595	9	.02000
1596	9	.02000
1597	9	.02000
1598	9	.02000
1599	9	.02000
1600	9	.02000
1601	9	.02000
1602	9	.02000
1603	9	.02000
1604	9	.02000
1605	9	.02000
1606	9	.02000
1607	9	.02000
1608	9	.02000
1609	9	.02000
1610	9	.02000
1611	9	.02000
1612	9	.02000
1613	9	.02000
1614	9	.02000
1615	9	.02000
1616	9	.02000
1617	9	.02000
1618	9	.02000
1619	9	.02000
1620	9	.02000
1621	9	.02000
1622	9	.02000
1623	9	.02000
1624	9	.02000
1625	9	.02000
1626	9	.02000
1627	9	.02000
1628	9	.02000
1629	9	.02000
1630	9	.02000
1631	9	.02000
1632	9	.02000
1633	9	.02000
1634	9	.02000
1635	9	.02000
1636	9	.02000
1637	9	.02000
1638	9	.02000
1639	9	.02000
1640	9	.02000
1641	9	.02000
1642	9	.02000
1643	9	.02000
1644	9	.02000
1645	9	.02000
1646	9	.02000
1647	9	.02000
1648	9	.02000
1649	9	.02000
1650	9	.02000
1651	9	.02000
1652	9	.02000
1653	9	.02000
1654	9	.02000
1655	9	.02000
1656	9	.02000
1657	9	.02000
1658	9	.02000
1659	9	.02000
1660	9	.02000
1661	9	.02000
