Number of clusters	Members in cluster	Percentage of total
1662	9	.02000
1663	9	.02000
1664	9	.02000
1665	9	.02000
1666	9	.02000
1667	9	.02000
1668	9	.02000
1669	9	.02000
1670	9	.02000
1671	9	.02000
1672	9	.02000
1673	9	.02000
1674	9	.02000
1675	9	.02000
1676	9	.02000
1677	9	.02000
1678	9	.02000
1679	9	.02000
1680	9	.02000
1681	9	.02000
1682	9	.02000
1683	9	.02000
1684	9	.02000
1685	9	.02000
1686	9	.02000
1687	9	.02000
1688	9	.02000
1689	9	.02000
1690	9	.02000
1691	9	.02000
1692	9	.02000
1693	9	.02000
1694	9	.02000
1695	9	.02000
1696	9	.02000
1697	9	.02000
1698	9	.02000
1699	9	.02000
1700	9	.02000
1701	9	.02000
1702	9	.02000
1703	9	.02000
1704	8	.01800
1705	8	.01800
1706	8	.01800
1707	8	.01800
1708	8	.01800
1709	8	.01800
1710	8	.01800
1711	8	.01800
1712	8	.01800
1713	8	.01800
1714	8	.01800
1715	8	.01800
1716	8	.01800
1717	8	.01800
1718	8	.01800
1719	8	.01800
1720	8	.01800
1721	8	.01800
1722	8	.01800
1723	8	.01800
1724	8	.01800
1725	8	.01800
1726	8	.01800
1727	8	.01800
1728	8	.01800
1729	8	.01800
1730	8	.01800
1731	8	.01800
1732	8	.01800
1733	8	.01800
1734	8	.01800
1735	8	.01800
1736	8	.01800
1737	8	.01800
1738	8	.01800
1739	8	.01800
1740	8	.01800
1741	8	.01800
1742	8	.01800
1743	8	.01800
1744	8	.01800
1745	8	.01800
1746	8	.01800
1747	8	.01800
1748	8	.01800
1749	8	.01800
1750	8	.01800
1751	8	.01800
1752	8	.01800
1753	8	.01800
1754	8	.01800
1755	8	.01800
1756	8	.01800
1757	8	.01800
1758	8	.01800
1759	8	.01800
1760	8	.01800
1761	8	.01800
1762	8	.01800
1763	8	.01800
1764	8	.01800
1765	8	.01800
1766	8	.01800
1767	8	.01800
1768	8	.01800
1769	8	.01800
1770	8	.01800
1771	8	.01800
1772	8	.01800
1773	8	.01800
1774	8	.01800
1775	8	.01800
1776	8	.01800
1777	8	.01800
1778	8	.01800
1779	8	.01800
1780	8	.01800
1781	8	.01800
1782	8	.01800
1783	8	.01800
1784	8	.01800
1785	8	.01800
1786	8	.01800
1787	8	.01800
1788	8	.01800
1789	8	.01800
1790	8	.01800
1791	8	.01800
1792	8	.01800
1793	8	.01800
1794	8	.01800
1795	8	.01800
1796	8	.01800
1797	8	.01800
1798	8	.01800
1799	8	.01800
1800	8	.01800
1801	8	.01800
1802	8	.01800
1803	8	.01800
1804	8	.01800
1805	8	.01800
1806	8	.01800
1807	8	.01800
1808	8	.01800
1809	8	.01800
1810	8	.01800
1811	8	.01800
1812	8	.01800
1813	8	.01800
1814	8	.01800
1815	8	.01800
1816	8	.01800
1817	8	.01800
1818	8	.01800
1819	8	.01800
1820	8	.01800
1821	8	.01800
1822	8	.01800
1823	8	.01800
1824	8	.01800
1825	8	.01800
1826	8	.01800
1827	8	.01800
1828	8	.01800
1829	8	.01800
1830	8	.01800
1831	8	.01800
1832	8	.01800
1833	8	.01800
1834	8	.01800
1835	8	.01800
1836	8	.01800
1837	8	.01800
1838	8	.01800
1839	8	.01800
1840	8	.01800
1841	8	.01800
1842	8	.01800
1843	8	.01800
1844	8	.01800
1845	8	.01800
1846	8	.01800
1847	8	.01800
1848	8	.01800
1849	8	.01800
1850	8	.01800
1851	8	.01800
1852	8	.01800
1853	8	.01800
1854	8	.01800
1855	8	.01800
1856	8	.01800
1857	8	.01800
1858	8	.01800
1859	8	.01800
1860	8	.01800
1861	8	.01800
1862	8	.01800
1863	8	.01800
1864	8	.01800
1865	8	.01800
1866	8	.01800
1867	8	.01800
1868	8	.01800
1869	8	.01800
1870	8	.01800
1871	8	.01800
1872	8	.01800
1873	8	.01800
1874	8	.01800
1875	8	.01800
1876	8	.01800
1877	8	.01800
1878	8	.01800
1879	8	.01800
1880	8	.01800
1881	8	.01800
1882	8	.01800
1883	8	.01800
1884	8	.01800
1885	8	.01800
1886	8	.01800
1887	8	.01800
1888	8	.01800
1889	8	.01800
1890	8	.01800
1891	8	.01800
1892	8	.01800
1893	8	.01800
1894	8	.01800
1895	8	.01800
1896	8	.01800
1897	8	.01800
1898	8	.01800
1899	8	.01800
1900	8	.01800
1901	8	.01800
1902	8	.01800
1903	8	.01800
1904	8	.01800
1905	8	.01800
1906	8	.01800
1907	8	.01800
1908	8	.01800
1909	8	.01800
1910	8	.01800
1911	8	.01800
1912	8	.01800
1913	8	.01800
1914	8	.01800
1915	8	.01800
1916	8	.01800
1917	8	.01800
1918	8	.01800
1919	8	.01800
1920	8	.01800
1921	8	.01800
1922	8	.01800
1923	8	.01800
1924	8	.01800
1925	8	.01800
1926	8	.01800
1927	8	.01800
1928	8	.01800
1929	8	.01800
1930	8	.01800
1931	8	.01800
1932	8	.01800
1933	8	.01800
1934	8	.01800
1935	8	.01800
1936	8	.01800
1937	8	.01800
1938	8	.01800
1939	8	.01800
1940	8	.01800
1941	8	.01800
1942	8	.01800
1943	8	.01800
1944	8	.01800
1945	8	.01800
1946	8	.01800
1947	8	.01800
1948	8	.01800
1949	8	.01800
1950	8	.01800
1951	8	.01800
1952	8	.01800
1953	8	.01800
1954	8	.01800
1955	8	.01800
1956	8	.01800
1957	8	.01800
1958	8	.01800
1959	8	.01800
1960	8	.01800
1961	8	.01800
1962	8	.01800
1963	8	.01800
1964	8	.01800
1965	8	.01800
1966	8	.01800
1967	8	.01800
1968	8	.01800
1969	8	.01800
1970	8	.01800
1971	8	.01800
1972	8	.01800
1973	8	.01800
1974	8	.01800
1975	8	.01800
1976	8	.01800
1977	8	.01800
1978	8	.01800
1979	8	.01800
1980	8	.01800
1981	8	.01800
1982	8	.01800
1983	8	.01800
1984	8	.01800
1985	8	.01800
1986	8	.01800
1987	8	.01800
1988	8	.01800
1989	8	.01800
1990	8	.01800
1991	8	.01800
1992	8	.01800
1993	8	.01800
1994	8	.01800
1995	8	.01800
1996	8	.01800
1997	8	.01800
1998	8	.01800
1999	8	.01800
2000	8	.01800
2001	8	.01800
2002	8	.01800
2003	8	.01800
2004	8	.01800
2005	8	.01800
2006	8	.01800
2007	8	.01800
2008	8	.01800
2009	8	.01800
2010	8	.01800
2011	8	.01800
2012	8	.01800
2013	8	.01800
2014	8	.01800
2015	8	.01800
2016	8	.01800
2017	8	.01800
2018	8	.01800
2019	8	.01800
2020	8	.01800
2021	8	.01800
2022	8	.01800
2023	8	.01800
2024	8	.01800
2025	8	.01800
2026	8	.01800
2027	8	.01800
2028	8	.01800
2029	8	.01800
2030	8	.01800
2031	8	.01800
2032	8	.01800
2033	8	.01800
2034	8	.01800
2035	8	.01800
2036	8	.01800
2037	8	.01800
2038	8	.01800
2039	8	.01800
2040	8	.01800
2041	8	.01800
2042	8	.01800
2043	8	.01800
2044	8	.01800
2045	8	.01800
2046	8	.01800
2047	8	.01800
2048	8	.01800
2049	8	.01800
2050	8	.01800
2051	8	.01800
2052	8	.01800
2053	8	.01800
2054	8	.01800
2055	8	.01800
2056	8	.01800
2057	8	.01800
2058	8	.01800
2059	8	.01800
2060	8	.01800
2061	8	.01800
2062	8	.01800
2063	8	.01800
2064	8	.01800
2065	8	.01800
2066	8	.01800
2067	8	.01800
2068	8	.01800
2069	8	.01800
2070	8	.01800
2071	8	.01800
2072	8	.01800
2073	8	.01800
2074	8	.01800
2075	8	.01800
2076	8	.01800
2077	8	.01800
2078	8	.01800
2079	8	.01800
2080	8	.01800
2081	8	.01800
2082	8	.01800
2083	8	.01800
2084	8	.01800
2085	8	.01800
2086	8	.01800
2087	8	.01800
2088	8	.01800
2089	8	.01800
2090	8	.01800
2091	8	.01800
2092	8	.01800
2093	8	.01800
2094	8	.01800
2095	8	.01800
2096	8	.01800
2097	8	.01800
2098	8	.01800
2099	8	.01800
2100	8	.01800
2101	8	.01800
2102	8	.01800
2103	8	.01800
2104	8	.01800
2105	8	.01800
2106	8	.01800
2107	8	.01800
2108	8	.01800
2109	8	.01800
2110	8	.01800
2111	8	.01800
2112	8	.01800
2113	8	.01800
2114	8	.01800
2115	8	.01800
2116	8	.01800
2117	8	.01800
2118	8	.01800
2119	8	.01800
2120	8	.01800
2121	8	.01800
2122	8	.01800
2123	8	.01800
2124	8	.01800
2125	8	.01800
2126	8	.01800
2127	8	.01800
2128	8	.01800
2129	8	.01800
2130	8	.01800
2131	8	.01800
2132	8	.01800
2133	8	.01800
2134	8	.01800
2135	8	.01800
2136	8	.01800
2137	8	.01800
2138	8	.01800
2139	8	.01800
2140	8	.01800
2141	8	.01800
2142	8	.01800
2143	8	.01800
2144	8	.01800
2145	8	.01800
2146	8	.01800
2147	8	.01800
2148	8	.01800
2149	8	.01800
2150	8	.01800
2151	8	.01800
2152	8	.01800
2153	8	.01800
2154	8	.01800
2155	8	.01800
2156	8	.01800
2157	8	.01800
2158	8	.01800
2159	8	.01800
2160	8	.01800
2161	8	.01800
2162	8	.01800
2163	8	.01800
2164	8	.01800
2165	8	.01800
2166	8	.01800
2167	8	.01800
2168	8	.01800
2169	8	.01800
2170	8	.01800
2171	8	.01800
2172	8	.01800
2173	8	.01800
2174	8	.01800
2175	8	.01800
2176	8	.01800
2177	8	.01800
2178	8	.01800
2179	8	.01800
2180	8	.01800
2181	8	.01800
2182	8	.01800
2183	8	.01800
2184	8	.01800
2185	8	.01800
2186	8	.01800
2187	8	.01800
2188	8	.01800
2189	8	.01800
2190	8	.01800
2191	8	.01800
2192	8	.01800
2193	8	.01800
2194	8	.01800
2195	8	.01800
2196	8	.01800
2197	8	.01800
2198	8	.01800
2199	8	.01800
2200	8	.01800
2201	8	.01800
2202	8	.01800
2203	8	.01800
2204	8	.01800
2205	8	.01800
2206	8	.01800
2207	8	.01800
2208	8	.01800
2209	8	.01800
2210	8	.01800
2211	8	.01800
2212	8	.01800
2213	8	.01800
2214	8	.01800
2215	8	.01800
2216	8	.01800
2217	8	.01800
2218	8	.01800
2219	8	.01800
2220	8	.01800
2221	8	.01800
2222	8	.01800
2223	8	.01800
2224	8	.01800
2225	8	.01800
2226	8	.01800
2227	8	.01800
2228	8	.01800
2229	8	.01800
2230	8	.01800
2231	8	.01800
2232	8	.01800
2233	8	.01800
2234	8	.01800
2235	8	.01800
2236	8	.01800
2237	8	.01800
2238	8	.01800
2239	8	.01800
2240	8	.01800
2241	8	.01800
2242	8	.01800
2243	8	.01800
2244	8	.01800
2245	8	.01800
2246	8	.01800
2247	8	.01800
2248	8	.01800
2249	8	.01800
2250	8	.01800
2251	8	.01800
2252	8	.01800
2253	8	.01800
2254	8	.01800
2255	8	.01800
2256	8	.01800
2257	8	.01800
2258	8	.01800
2259	8	.01800
2260	8	.01800
2261	8	.01800
2262	8	.01800
2263	8	.01800
2264	8	.01800
2265	8	.01800
2266	8	.01800
2267	8	.01800
2268	8	.01800
2269	8	.01800
2270	8	.01800
2271	8	.01800
2272	8	.01800
2273	8	.01800
2274	8	.01800
2275	8	.01800
2276	8	.01800
2277	8	.01800
2278	8	.01800
2279	8	.01800
2280	8	.01800
2281	8	.01800
2282	8	.01800
2283	8	.01800
2284	8	.01800
2285	8	.01800
2286	8	.01800
2287	8	.01800
2288	8	.01800
2289	8	.01800
2290	8	.01800
2291	8	.01800
2292	8	.01800
2293	8	.01800
2294	8	.01800
2295	8	.01800
2296	8	.01800
2297	8	.01800
2298	8	.01800
2299	8	.01800
2300	8	.01800
2301	8	.01800
2302	8	.01800
2303	8	.01800
2304	8	.01800
2305	8	.01800
2306	8	.01800
2307	8	.01800
2308	8	.01800
2309	8	.01800
2310	8	.01800
2311	8	.01800
2312	8	.01800
2313	8	.01800
2314	8	.01800
2315	8	.01800
2316	8	.01800
2317	8	.01800
2318	8	.01800
2319	8	.01800
2320	8	.01800
2321	8	.01800
2322	8	.01800
2323	8	.01800
2324	8	.01800
2325	8	.01800
2326	8	.01800
2327	8	.01800
2328	8	.01800
2329	8	.01800
2330	8	.01800
2331	8	.01800
2332	8	.01800
2333	8	.01800
2334	8	.01800
2335	8	.01800
2336	8	.01800
2337	8	.01800
2338	8	.01800
2339	8	.01800
2340	8	.01800
2341	8	.01800
2342	8	.01800
2343	8	.01800
2344	8	.01800
2345	8	.01800
2346	8	.01800
2347	8	.01800
2348	8	.01800
2349	8	.01800
2350	8	.01800
2351	8	.01800
2352	8	.01800
2353	8	.01800
2354	8	.01800
2355	8	.01800
2356	8	.01800
2357	8	.01800
2358	8	.01800
2359	8	.01800
2360	8	.01800
2361	8	.01800
2362	8	.01800
2363	8	.01800
2364	8	.01800
2365	8	.01800
2366	8	.01800
2367	8	.01800
2368	8	.01800
2369	8	.01800
2370	8	.01800
2371	8	.01800
2372	8	.01800
2373	8	.01800
2374	8	.01800
2375	8	.01800
2376	8	.01800
2377	8	.01800
2378	8	.01800
2379	8	.01800
2380	7	.01500
2381	7	.01500
2382	7	.01500
2383	7	.01500
2384	7	.01500
2385	7	.01500
2386	7	.01500
2387	7	.01500
2388	7	.01500
2389	7	.01500
2390	7	.01500
2391	7	.01500
2392	7	.01500
2393	7	.01500
2394	7	.01500
2395	7	.01500
2396	7	.01500
2397	7	.01500
2398	7	.01500
2399	7	.01500
2400	7	.01500
2401	7	.01500
2402	7	.01500
2403	7	.01500
2404	7	.01500
2405	7	.01500
2406	7	.01500
2407	7	.01500
2408	7	.01500
2409	7	.01500
2410	7	.01500
2411	7	.01500
2412	7	.01500
2413	7	.01500
2414	7	.01500
2415	7	.01500
2416	7	.01500
2417	7	.01500
2418	7	.01500
2419	7	.01500
2420	7	.01500
2421	7	.01500
2422	7	.01500
2423	7	.01500
2424	7	.01500
2425	7	.01500
2426	7	.01500
2427	7	.01500
2428	7	.01500
2429	7	.01500
2430	7	.01500
2431	7	.01500
2432	7	.01500
2433	7	.01500
2434	7	.01500
2435	7	.01500
2436	7	.01500
2437	7	.01500
2438	7	.01500
2439	7	.01500
2440	7	.01500
2441	7	.01500
2442	7	.01500
2443	7	.01500
2444	7	.01500
2445	7	.01500
2446	7	.01500
2447	7	.01500
2448	7	.01500
2449	7	.01500
2450	7	.01500
2451	7	.01500
2452	7	.01500
2453	7	.01500
2454	7	.01500
2455	7	.01500
2456	7	.01500
2457	7	.01500
2458	7	.01500
2459	7	.01500
2460	7	.01500
2461	7	.01500
2462	7	.01500
2463	7	.01500
2464	7	.01500
2465	7	.01500
2466	7	.01500
2467	7	.01500
2468	7	.01500
2469	7	.01500
2470	7	.01500
2471	7	.01500
2472	7	.01500
2473	7	.01500
2474	7	.01500
2475	7	.01500
2476	7	.01500
2477	7	.01500
2478	7	.01500
2479	7	.01500
2480	7	.01500
2481	7	.01500
2482	7	.01500
2483	7	.01500
2484	7	.01500
2485	7	.01500
2486	7	.01500
2487	7	.01500
2488	7	.01500
2489	7	.01500
2490	7	.01500
2491	7	.01500
2492	7	.01500
2493	7	.01500
2494	7	.01500
2495	7	.01500
2496	7	.01500
2497	7	.01500
2498	7	.01500
2499	7	.01500
2500	7	.01500
2501	7	.01500
2502	7	.01500
2503	7	.01500
2504	7	.01500
2505	7	.01500
2506	7	.01500
2507	7	.01500
2508	7	.01500
2509	7	.01500
2510	7	.01500
2511	7	.01500
2512	7	.01500
2513	7	.01500
2514	7	.01500
2515	7	.01500
2516	7	.01500
2517	7	.01500
2518	7	.01500
2519	7	.01500
2520	7	.01500
2521	7	.01500
2522	7	.01500
2523	7	.01500
2524	7	.01500
2525	7	.01500
2526	7	.01500
2527	7	.01500
2528	7	.01500
2529	7	.01500
2530	7	.01500
2531	7	.01500
2532	7	.01500
2533	7	.01500
2534	7	.01500
2535	7	.01500
2536	7	.01500
2537	7	.01500
2538	7	.01500
2539	7	.01500
2540	7	.01500
2541	7	.01500
2542	7	.01500
2543	7	.01500
2544	7	.01500
2545	7	.01500
2546	7	.01500
2547	7	.01500
2548	7	.01500
2549	7	.01500
2550	7	.01500
2551	7	.01500
2552	7	.01500
2553	7	.01500
2554	7	.01500
2555	7	.01500
2556	7	.01500
2557	7	.01500
2558	7	.01500
2559	7	.01500
2560	7	.01500
2561	7	.01500
2562	7	.01500
2563	7	.01500
2564	7	.01500
2565	7	.01500
2566	7	.01500
2567	7	.01500
2568	7	.01500
2569	7	.01500
2570	7	.01500
2571	7	.01500
2572	7	.01500
2573	7	.01500
2574	7	.01500
2575	7	.01500
2576	7	.01500
2577	7	.01500
2578	7	.01500
2579	7	.01500
2580	7	.01500
2581	7	.01500
2582	7	.01500
2583	7	.01500
2584	7	.01500
2585	7	.01500
2586	7	.01500
2587	7	.01500
2588	7	.01500
2589	7	.01500
2590	7	.01500
2591	7	.01500
2592	7	.01500
2593	7	.01500
2594	7	.01500
2595	7	.01500
2596	7	.01500
2597	7	.01500
2598	7	.01500
2599	7	.01500
2600	7	.01500
2601	7	.01500
2602	7	.01500
2603	7	.01500
2604	7	.01500
2605	7	.01500
2606	7	.01500
2607	7	.01500
2608	7	.01500
2609	7	.01500
2610	7	.01500
2611	7	.01500
2612	7	.01500
2613	7	.01500
2614	7	.01500
2615	7	.01500
2616	7	.01500
2617	7	.01500
2618	7	.01500
2619	7	.01500
2620	7	.01500
2621	7	.01500
2622	7	.01500
2623	7	.01500
2624	7	.01500
2625	7	.01500
2626	7	.01500
2627	7	.01500
2628	7	.01500
2629	7	.01500
2630	7	.01500
2631	7	.01500
2632	7	.01500
2633	7	.01500
2634	7	.01500
2635	7	.01500
2636	7	.01500
2637	7	.01500
2638	7	.01500
2639	7	.01500
2640	7	.01500
2641	7	.01500
2642	7	.01500
2643	7	.01500
2644	7	.01500
2645	7	.01500
2646	7	.01500
2647	7	.01500
2648	7	.01500
2649	7	.01500
2650	7	.01500
2651	7	.01500
2652	7	.01500
2653	7	.01500
2654	7	.01500
2655	7	.01500
2656	7	.01500
2657	7	.01500
2658	7	.01500
2659	7	.01500
2660	7	.01500
2661	7	.01500
2662	7	.01500
2663	7	.01500
2664	7	.01500
2665	7	.01500
2666	7	.01500
2667	7	.01500
2668	7	.01500
2669	7	.01500
2670	7	.01500
2671	7	.01500
2672	7	.01500
2673	7	.01500
2674	7	.01500
2675	7	.01500
2676	7	.01500
2677	7	.01500
2678	7	.01500
2679	7	.01500
2680	7	.01500
2681	7	.01500
2682	7	.01500
2683	7	.01500
2684	7	.01500
2685	7	.01500
2686	7	.01500
2687	7	.01500
2688	7	.01500
2689	7	.01500
2690	7	.01500
2691	7	.01500
2692	7	.01500
2693	7	.01500
2694	7	.01500
2695	7	.01500
2696	7	.01500
2697	7	.01500
2698	7	.01500
2699	7	.01500
2700	7	.01500
2701	7	.01500
2702	7	.01500
2703	7	.01500
2704	7	.01500
2705	7	.01500
2706	7	.01500
2707	7	.01500
2708	7	.01500
2709	7	.01500
2710	7	.01500
2711	7	.01500
2712	7	.01500
2713	7	.01500
2714	7	.01500
2715	7	.01500
2716	7	.01500
2717	7	.01500
2718	7	.01500
2719	7	.01500
2720	7	.01500
2721	7	.01500
2722	7	.01500
2723	7	.01500
2724	7	.01500
2725	7	.01500
2726	7	.01500
2727	7	.01500
2728	7	.01500
2729	7	.01500
2730	7	.01500
2731	7	.01500
2732	7	.01500
2733	7	.01500
2734	7	.01500
2735	7	.01500
2736	7	.01500
2737	7	.01500
2738	7	.01500
2739	7	.01500
2740	7	.01500
2741	7	.01500
2742	7	.01500
2743	7	.01500
2744	7	.01500
2745	7	.01500
2746	7	.01500
2747	7	.01500
2748	7	.01500
2749	7	.01500
2750	7	.01500
2751	7	.01500
2752	7	.01500
2753	7	.01500
2754	7	.01500
2755	7	.01500
2756	7	.01500
2757	7	.01500
2758	7	.01500
2759	7	.01500
2760	7	.01500
2761	7	.01500
2762	7	.01500
2763	7	.01500
2764	7	.01500
2765	7	.01500
2766	7	.01500
2767	7	.01500
2768	7	.01500
2769	7	.01500
2770	7	.01500
2771	7	.01500
2772	7	.01500
2773	7	.01500
2774	7	.01500
2775	7	.01500
2776	7	.01500
2777	7	.01500
2778	7	.01500
2779	7	.01500
2780	7	.01500
2781	7	.01500
2782	7	.01500
2783	7	.01500
2784	7	.01500
2785	7	.01500
2786	7	.01500
2787	7	.01500
2788	7	.01500
2789	7	.01500
2790	7	.01500
2791	7	.01500
2792	7	.01500
2793	7	.01500
2794	7	.01500
2795	7	.01500
2796	7	.01500
2797	7	.01500
2798	7	.01500
2799	7	.01500
2800	7	.01500
2801	7	.01500
2802	7	.01500
2803	7	.01500
2804	7	.01500
2805	7	.01500
2806	7	.01500
2807	7	.01500
2808	7	.01500
2809	7	.01500
2810	7	.01500
2811	7	.01500
2812	7	.01500
2813	7	.01500
2814	7	.01500
2815	7	.01500
2816	7	.01500
2817	7	.01500
2818	7	.01500
2819	7	.01500
2820	7	.01500
2821	7	.01500
2822	7	.01500
2823	7	.01500
2824	7	.01500
2825	7	.01500
2826	7	.01500
2827	7	.01500
2828	7	.01500
2829	7	.01500
2830	7	.01500
2831	7	.01500
2832	7	.01500
2833	7	.01500
2834	7	.01500
2835	7	.01500
2836	7	.01500
2837	7	.01500
2838	7	.01500
2839	7	.01500
2840	7	.01500
2841	7	.01500
2842	7	.01500
2843	7	.01500
2844	7	.01500
2845	7	.01500
2846	7	.01500
2847	7	.01500
2848	7	.01500
2849	7	.01500
2850	7	.01500
2851	7	.01500
2852	7	.01500
2853	7	.01500
2854	7	.01500
2855	7	.01500
2856	7	.01500
2857	7	.01500
2858	7	.01500
2859	7	.01500
2860	7	.01500
2861	7	.01500
2862	7	.01500
2863	7	.01500
2864	7	.01500
2865	7	.01500
2866	7	.01500
2867	7	.01500
2868	7	.01500
2869	7	.01500
2870	7	.01500
2871	7	.01500
2872	7	.01500
2873	7	.01500
2874	7	.01500
2875	7	.01500
2876	7	.01500
2877	7	.01500
2878	7	.01500
2879	7	.01500
2880	7	.01500
2881	7	.01500
2882	7	.01500
2883	7	.01500
2884	7	.01500
2885	7	.01500
2886	7	.01500
2887	7	.01500
2888	7	.01500
2889	7	.01500
2890	7	.01500
2891	7	.01500
2892	7	.01500
2893	7	.01500
2894	7	.01500
2895	7	.01500
2896	7	.01500
2897	7	.01500
2898	7	.01500
2899	7	.01500
2900	7	.01500
2901	7	.01500
2902	7	.01500
2903	7	.01500
2904	7	.01500
2905	7	.01500
2906	7	.01500
2907	7	.01500
2908	7	.01500
2909	7	.01500
2910	7	.01500
2911	7	.01500
2912	7	.01500
2913	7	.01500
2914	7	.01500
2915	7	.01500
2916	7	.01500
2917	7	.01500
2918	7	.01500
2919	7	.01500
2920	7	.01500
2921	7	.01500
2922	7	.01500
2923	7	.01500
2924	7	.01500
2925	7	.01500
2926	7	.01500
2927	7	.01500
2928	7	.01500
2929	7	.01500
2930	7	.01500
2931	7	.01500
2932	7	.01500
2933	7	.01500
2934	7	.01500
2935	7	.01500
2936	7	.01500
2937	7	.01500
2938	7	.01500
2939	7	.01500
2940	7	.01500
2941	7	.01500
2942	7	.01500
2943	7	.01500
2944	7	.01500
2945	7	.01500
2946	7	.01500
2947	7	.01500
2948	7	.01500
2949	7	.01500
2950	7	.01500
2951	7	.01500
2952	7	.01500
2953	7	.01500
2954	7	.01500
2955	7	.01500
2956	7	.01500
2957	7	.01500
2958	7	.01500
2959	7	.01500
2960	7	.01500
2961	7	.01500
2962	7	.01500
2963	7	.01500
2964	7	.01500
2965	7	.01500
2966	7	.01500
2967	7	.01500
2968	7	.01500
2969	7	.01500
2970	7	.01500
2971	7	.01500
2972	7	.01500
2973	7	.01500
2974	7	.01500
2975	7	.01500
2976	7	.01500
2977	7	.01500
2978	7	.01500
2979	7	.01500
2980	7	.01500
2981	7	.01500
2982	7	.01500
2983	7	.01500
2984	7	.01500
2985	7	.01500
2986	7	.01500
2987	7	.01500
2988	7	.01500
2989	7	.01500
2990	7	.01500
2991	7	.01500
2992	7	.01500
2993	7	.01500
2994	7	.01500
2995	7	.01500
2996	7	.01500
2997	7	.01500
2998	7	.01500
2999	7	.01500
3000	7	.01500
3001	7	.01500
3002	7	.01500
3003	7	.01500
3004	7	.01500
3005	7	.01500
3006	7	.01500
3007	7	.01500
3008	7	.01500
3009	7	.01500
3010	7	.01500
3011	7	.01500
3012	7	.01500
3013	7	.01500
3014	7	.01500
3015	7	.01500
3016	7	.01500
3017	7	.01500
3018	7	.01500
3019	7	.01500
3020	7	.01500
3021	7	.01500
3022	7	.01500
3023	7	.01500
3024	7	.01500
3025	7	.01500
3026	7	.01500
3027	7	.01500
3028	7	.01500
3029	7	.01500
3030	7	.01500
3031	7	.01500
3032	7	.01500
3033	7	.01500
3034	7	.01500
3035	7	.01500
3036	7	.01500
3037	7	.01500
3038	7	.01500
3039	7	.01500
3040	7	.01500
3041	7	.01500
3042	7	.01500
3043	7	.01500
3044	7	.01500
3045	7	.01500
3046	7	.01500
3047	7	.01500
3048	7	.01500
3049	7	.01500
3050	7	.01500
3051	7	.01500
3052	7	.01500
3053	7	.01500
3054	7	.01500
3055	7	.01500
3056	7	.01500
3057	7	.01500
3058	7	.01500
3059	7	.01500
3060	7	.01500
3061	7	.01500
3062	7	.01500
3063	7	.01500
3064	7	.01500
3065	7	.01500
3066	7	.01500
3067	7	.01500
3068	7	.01500
3069	7	.01500
3070	7	.01500
3071	7	.01500
3072	7	.01500
3073	7	.01500
3074	7	.01500
3075	7	.01500
3076	7	.01500
3077	7	.01500
3078	7	.01500
3079	7	.01500
3080	7	.01500
3081	7	.01500
3082	7	.01500
3083	7	.01500
3084	7	.01500
3085	7	.01500
3086	7	.01500
3087	7	.01500
3088	7	.01500
3089	7	.01500
3090	7	.01500
3091	7	.01500
3092	7	.01500
3093	7	.01500
3094	7	.01500
3095	7	.01500
3096	7	.01500
3097	7	.01500
3098	7	.01500
3099	7	.01500
3100	7	.01500
3101	7	.01500
3102	7	.01500
3103	7	.01500
3104	7	.01500
3105	7	.01500
3106	7	.01500
3107	7	.01500
3108	7	.01500
3109	7	.01500
3110	7	.01500
3111	7	.01500
3112	7	.01500
3113	7	.01500
3114	7	.01500
3115	7	.01500
3116	7	.01500
3117	7	.01500
3118	7	.01500
3119	7	.01500
3120	7	.01500
3121	7	.01500
3122	7	.01500
3123	7	.01500
3124	7	.01500
3125	7	.01500
3126	7	.01500
3127	7	.01500
3128	7	.01500
3129	7	.01500
3130	7	.01500
3131	7	.01500
3132	7	.01500
3133	7	.01500
3134	7	.01500
3135	7	.01500
3136	7	.01500
3137	7	.01500
3138	7	.01500
3139	7	.01500
3140	7	.01500
3141	7	.01500
3142	7	.01500
3143	7	.01500
3144	7	.01500
3145	7	.01500
3146	7	.01500
3147	7	.01500
3148	7	.01500
3149	7	.01500
3150	7	.01500
3151	7	.01500
3152	7	.01500
3153	7	.01500
3154	7	.01500
3155	7	.01500
3156	7	.01500
3157	7	.01500
3158	7	.01500
3159	7	.01500
3160	7	.01500
3161	7	.01500
3162	7	.01500
3163	7	.01500
3164	7	.01500
3165	7	.01500
3166	7	.01500
3167	7	.01500
3168	7	.01500
3169	7	.01500
3170	7	.01500
3171	7	.01500
3172	7	.01500
3173	7	.01500
3174	7	.01500
3175	7	.01500
3176	7	.01500
3177	7	.01500
3178	7	.01500
3179	7	.01500
3180	7	.01500
3181	7	.01500
3182	7	.01500
3183	7	.01500
3184	7	.01500
3185	6	.01300
3186	6	.01300
3187	6	.01300
3188	6	.01300
3189	6	.01300
3190	6	.01300
3191	6	.01300
3192	6	.01300
3193	6	.01300
3194	6	.01300
3195	6	.01300
3196	6	.01300
3197	6	.01300
3198	6	.01300
3199	6	.01300
3200	6	.01300
3201	6	.01300
3202	6	.01300
3203	6	.01300
3204	6	.01300
3205	6	.01300
3206	6	.01300
3207	6	.01300
3208	6	.01300
3209	6	.01300
3210	6	.01300
3211	6	.01300
3212	6	.01300
3213	6	.01300
3214	6	.01300
