Number of clusters	Members in cluster	Percentage of total
144	31	.07000
145	31	.07000
146	31	.07000
147	31	.07000
148	31	.07000
149	31	.07000
150	31	.07000
151	31	.07000
152	31	.07000
153	31	.07000
154	31	.07000
155	31	.07000
156	31	.07000
157	31	.07000
158	31	.07000
159	31	.07000
160	31	.07000
161	30	.06800
162	30	.06800
163	30	.06800
164	30	.06800
165	30	.06800
166	30	.06800
167	30	.06800
168	30	.06800
169	30	.06800
170	30	.06800
171	30	.06800
172	30	.06800
173	30	.06800
174	30	.06800
175	30	.06800
176	30	.06800
177	30	.06800
178	29	.06500
179	29	.06500
180	29	.06500
181	29	.06500
182	29	.06500
183	29	.06500
184	29	.06500
185	29	.06500
186	29	.06500
187	29	.06500
188	29	.06500
189	29	.06500
190	29	.06500
191	29	.06500
192	29	.06500
193	29	.06500
194	29	.06500
195	29	.06500
196	29	.06500
197	29	.06500
198	28	.06300
199	28	.06300
200	28	.06300
201	28	.06300
202	28	.06300
203	28	.06300
204	28	.06300
205	28	.06300
206	28	.06300
207	28	.06300
208	28	.06300
209	28	.06300
210	28	.06300
211	28	.06300
212	28	.06300
213	28	.06300
214	28	.06300
215	28	.06300
216	28	.06300
217	28	.06300
218	28	.06300
219	28	.06300
220	28	.06300
221	28	.06300
222	28	.06300
223	28	.06300
224	28	.06300
225	28	.06300
226	28	.06300
227	28	.06300
228	27	.06100
229	27	.06100
230	27	.06100
231	27	.06100
232	27	.06100
233	27	.06100
234	27	.06100
235	27	.06100
236	27	.06100
237	27	.06100
238	27	.06100
239	27	.06100
240	27	.06100
241	27	.06100
242	27	.06100
243	27	.06100
244	27	.06100
245	27	.06100
246	27	.06100
247	27	.06100
248	27	.06100
249	27	.06100
250	27	.06100
251	27	.06100
252	27	.06100
253	27	.06100
254	27	.06100
255	26	.05800
256	26	.05800
257	26	.05800
258	26	.05800
259	26	.05800
260	26	.05800
261	26	.05800
262	26	.05800
263	26	.05800
264	26	.05800
265	26	.05800
266	26	.05800
267	26	.05800
268	26	.05800
269	26	.05800
270	26	.05800
271	26	.05800
272	26	.05800
273	26	.05800
274	26	.05800
275	26	.05800
276	26	.05800
277	26	.05800
278	26	.05800
279	26	.05800
280	26	.05800
281	26	.05800
282	26	.05800
283	26	.05800
284	26	.05800
285	26	.05800
286	26	.05800
287	26	.05800
288	26	.05800
289	26	.05800
290	25	.05600
291	25	.05600
292	25	.05600
293	25	.05600
294	25	.05600
295	25	.05600
296	25	.05600
297	25	.05600
298	25	.05600
299	25	.05600
300	25	.05600
301	25	.05600
302	25	.05600
303	25	.05600
304	25	.05600
305	25	.05600
306	25	.05600
307	25	.05600
308	25	.05600
309	25	.05600
310	25	.05600
311	25	.05600
312	25	.05600
313	25	.05600
314	25	.05600
315	25	.05600
316	25	.05600
317	25	.05600
318	25	.05600
319	25	.05600
320	25	.05600
321	25	.05600
322	25	.05600
323	25	.05600
324	25	.05600
325	25	.05600
326	25	.05600
327	25	.05600
328	25	.05600
329	25	.05600
330	25	.05600
331	25	.05600
332	25	.05600
333	25	.05600
334	25	.05600
335	25	.05600
336	25	.05600
337	25	.05600
338	25	.05600
339	25	.05600
340	25	.05600
341	24	.05400
342	24	.05400
343	24	.05400
344	24	.05400
345	24	.05400
346	24	.05400
347	24	.05400
348	24	.05400
349	24	.05400
350	24	.05400
351	24	.05400
352	24	.05400
353	24	.05400
354	24	.05400
355	24	.05400
356	24	.05400
357	24	.05400
358	24	.05400
359	24	.05400
360	24	.05400
361	24	.05400
362	24	.05400
363	24	.05400
364	24	.05400
365	24	.05400
366	24	.05400
367	24	.05400
368	24	.05400
369	24	.05400
370	24	.05400
371	24	.05400
372	24	.05400
373	24	.05400
374	24	.05400
375	24	.05400
376	24	.05400
377	24	.05400
378	24	.05400
379	24	.05400
380	24	.05400
381	24	.05400
382	24	.05400
383	24	.05400
384	24	.05400
385	24	.05400
386	24	.05400
387	24	.05400
388	24	.05400
389	24	.05400
390	24	.05400
391	24	.05400
392	24	.05400
393	24	.05400
394	24	.05400
395	24	.05400
396	24	.05400
397	24	.05400
398	24	.05400
399	23	.05200
400	23	.05200
401	23	.05200
402	23	.05200
403	23	.05200
404	23	.05200
405	23	.05200
406	23	.05200
407	23	.05200
408	23	.05200
409	23	.05200
410	23	.05200
411	23	.05200
412	23	.05200
413	23	.05200
414	23	.05200
415	23	.05200
416	23	.05200
417	23	.05200
418	23	.05200
419	23	.05200
420	23	.05200
421	23	.05200
422	23	.05200
423	23	.05200
424	23	.05200
425	23	.05200
426	23	.05200
427	23	.05200
428	23	.05200
429	23	.05200
430	23	.05200
431	23	.05200
432	23	.05200
433	23	.05200
434	23	.05200
435	23	.05200
436	23	.05200
437	23	.05200
438	23	.05200
439	23	.05200
440	23	.05200
441	23	.05200
442	23	.05200
443	23	.05200
444	23	.05200
445	23	.05200
446	23	.05200
447	23	.05200
448	23	.05200
449	23	.05200
450	23	.05200
451	23	.05200
452	23	.05200
453	23	.05200
454	22	.04900
455	22	.04900
456	22	.04900
457	22	.04900
458	22	.04900
459	22	.04900
460	22	.04900
461	22	.04900
462	22	.04900
463	22	.04900
464	22	.04900
465	22	.04900
466	22	.04900
467	22	.04900
468	22	.04900
469	22	.04900
470	22	.04900
471	22	.04900
472	22	.04900
473	22	.04900
474	22	.04900
475	22	.04900
476	22	.04900
477	22	.04900
478	22	.04900
479	22	.04900
480	22	.04900
481	22	.04900
482	22	.04900
483	22	.04900
484	22	.04900
485	22	.04900
486	22	.04900
487	22	.04900
488	22	.04900
489	22	.04900
490	22	.04900
491	22	.04900
492	22	.04900
493	22	.04900
494	22	.04900
495	22	.04900
496	22	.04900
497	22	.04900
498	22	.04900
499	22	.04900
500	22	.04900
501	22	.04900
502	22	.04900
503	22	.04900
504	22	.04900
505	22	.04900
506	21	.04700
507	21	.04700
508	21	.04700
509	21	.04700
510	21	.04700
511	21	.04700
512	21	.04700
513	21	.04700
514	21	.04700
515	21	.04700
516	21	.04700
517	21	.04700
518	21	.04700
519	21	.04700
520	21	.04700
521	21	.04700
522	21	.04700
523	21	.04700
524	21	.04700
525	21	.04700
526	21	.04700
527	21	.04700
528	21	.04700
529	21	.04700
530	21	.04700
531	21	.04700
532	21	.04700
533	21	.04700
534	21	.04700
535	21	.04700
536	21	.04700
537	21	.04700
538	21	.04700
539	21	.04700
540	21	.04700
541	21	.04700
542	21	.04700
543	21	.04700
544	21	.04700
545	21	.04700
546	21	.04700
547	21	.04700
548	21	.04700
549	21	.04700
550	21	.04700
551	21	.04700
552	21	.04700
553	21	.04700
554	21	.04700
555	21	.04700
556	21	.04700
557	21	.04700
558	21	.04700
559	21	.04700
560	21	.04700
561	21	.04700
562	21	.04700
563	21	.04700
564	21	.04700
565	21	.04700
566	21	.04700
567	21	.04700
568	21	.04700
569	21	.04700
570	21	.04700
571	21	.04700
572	21	.04700
573	21	.04700
574	21	.04700
575	21	.04700
576	20	.04500
577	20	.04500
578	20	.04500
579	20	.04500
580	20	.04500
581	20	.04500
582	20	.04500
583	20	.04500
584	20	.04500
585	20	.04500
586	20	.04500
587	20	.04500
588	20	.04500
589	20	.04500
590	20	.04500
591	20	.04500
592	20	.04500
593	20	.04500
594	20	.04500
595	20	.04500
596	20	.04500
597	20	.04500
598	20	.04500
599	20	.04500
600	20	.04500
601	20	.04500
602	20	.04500
603	20	.04500
604	20	.04500
605	20	.04500
606	20	.04500
607	20	.04500
608	20	.04500
609	20	.04500
610	20	.04500
611	20	.04500
612	20	.04500
613	20	.04500
614	20	.04500
615	20	.04500
616	20	.04500
617	20	.04500
618	20	.04500
619	20	.04500
620	20	.04500
621	20	.04500
622	20	.04500
623	20	.04500
624	20	.04500
625	20	.04500
626	20	.04500
627	20	.04500
628	20	.04500
629	20	.04500
630	20	.04500
631	20	.04500
632	20	.04500
633	20	.04500
634	20	.04500
635	20	.04500
636	20	.04500
637	20	.04500
638	20	.04500
639	20	.04500
640	20	.04500
641	20	.04500
642	20	.04500
643	20	.04500
644	20	.04500
645	20	.04500
646	20	.04500
647	20	.04500
648	20	.04500
649	20	.04500
650	20	.04500
651	20	.04500
652	20	.04500
653	20	.04500
654	20	.04500
655	20	.04500
656	19	.04300
657	19	.04300
658	19	.04300
659	19	.04300
660	19	.04300
661	19	.04300
662	19	.04300
663	19	.04300
664	19	.04300
665	19	.04300
666	19	.04300
667	19	.04300
668	19	.04300
669	19	.04300
670	19	.04300
671	19	.04300
672	19	.04300
673	19	.04300
674	19	.04300
675	19	.04300
676	19	.04300
677	19	.04300
678	19	.04300
679	19	.04300
680	19	.04300
681	19	.04300
682	19	.04300
683	19	.04300
684	19	.04300
685	19	.04300
686	19	.04300
687	19	.04300
688	19	.04300
689	19	.04300
690	19	.04300
691	19	.04300
692	19	.04300
693	19	.04300
694	19	.04300
695	19	.04300
696	19	.04300
697	19	.04300
698	19	.04300
699	19	.04300
700	19	.04300
701	19	.04300
702	19	.04300
703	19	.04300
704	19	.04300
705	19	.04300
706	19	.04300
707	19	.04300
708	19	.04300
709	19	.04300
710	19	.04300
711	19	.04300
712	19	.04300
713	19	.04300
714	19	.04300
715	19	.04300
716	19	.04300
717	19	.04300
718	19	.04300
719	19	.04300
720	19	.04300
721	19	.04300
722	19	.04300
723	19	.04300
724	19	.04300
725	19	.04300
726	19	.04300
727	19	.04300
728	19	.04300
729	19	.04300
730	19	.04300
731	19	.04300
732	19	.04300
733	19	.04300
734	19	.04300
735	19	.04300
736	19	.04300
737	19	.04300
738	19	.04300
739	19	.04300
740	19	.04300
741	19	.04300
742	19	.04300
743	18	.04000
744	18	.04000
745	18	.04000
746	18	.04000
747	18	.04000
748	18	.04000
749	18	.04000
750	18	.04000
751	18	.04000
752	18	.04000
753	18	.04000
754	18	.04000
755	18	.04000
756	18	.04000
757	18	.04000
758	18	.04000
759	18	.04000
760	18	.04000
761	18	.04000
762	18	.04000
763	18	.04000
764	18	.04000
765	18	.04000
766	18	.04000
767	18	.04000
768	18	.04000
769	18	.04000
770	18	.04000
771	18	.04000
772	18	.04000
773	18	.04000
774	18	.04000
775	18	.04000
776	18	.04000
777	18	.04000
778	18	.04000
779	18	.04000
780	18	.04000
781	18	.04000
782	18	.04000
783	18	.04000
784	18	.04000
785	18	.04000
786	18	.04000
787	18	.04000
788	18	.04000
789	18	.04000
790	18	.04000
791	18	.04000
792	18	.04000
793	18	.04000
794	18	.04000
795	18	.04000
796	18	.04000
797	18	.04000
798	18	.04000
799	18	.04000
800	18	.04000
801	18	.04000
802	18	.04000
803	18	.04000
804	18	.04000
805	18	.04000
806	18	.04000
807	18	.04000
808	18	.04000
809	18	.04000
810	18	.04000
811	18	.04000
812	18	.04000
813	18	.04000
814	18	.04000
815	18	.04000
816	18	.04000
817	18	.04000
818	18	.04000
819	18	.04000
820	18	.04000
821	18	.04000
822	18	.04000
823	18	.04000
824	18	.04000
825	18	.04000
826	18	.04000
827	18	.04000
828	18	.04000
829	18	.04000
830	18	.04000
831	18	.04000
832	18	.04000
833	18	.04000
834	18	.04000
835	18	.04000
836	18	.04000
837	18	.04000
838	18	.04000
839	18	.04000
840	18	.04000
841	18	.04000
842	18	.04000
843	18	.04000
844	18	.04000
845	18	.04000
846	18	.04000
847	18	.04000
848	18	.04000
849	18	.04000
850	18	.04000
851	18	.04000
852	18	.04000
853	18	.04000
854	18	.04000
855	18	.04000
856	18	.04000
857	18	.04000
858	18	.04000
859	18	.04000
860	18	.04000
861	17	.03800
862	17	.03800
863	17	.03800
864	17	.03800
865	17	.03800
866	17	.03800
867	17	.03800
868	17	.03800
869	17	.03800
870	17	.03800
871	17	.03800
872	17	.03800
873	17	.03800
874	17	.03800
875	17	.03800
876	17	.03800
877	17	.03800
878	17	.03800
879	17	.03800
880	17	.03800
881	17	.03800
882	17	.03800
883	17	.03800
884	17	.03800
885	17	.03800
886	17	.03800
887	17	.03800
888	17	.03800
889	17	.03800
890	17	.03800
891	17	.03800
892	17	.03800
893	17	.03800
894	17	.03800
895	17	.03800
896	17	.03800
897	17	.03800
898	17	.03800
899	17	.03800
900	17	.03800
901	17	.03800
902	17	.03800
903	17	.03800
904	17	.03800
905	17	.03800
906	17	.03800
907	17	.03800
908	17	.03800
909	17	.03800
910	17	.03800
911	17	.03800
912	17	.03800
913	17	.03800
914	17	.03800
915	17	.03800
916	17	.03800
917	17	.03800
918	17	.03800
919	17	.03800
920	17	.03800
921	17	.03800
922	17	.03800
923	17	.03800
924	17	.03800
925	17	.03800
926	17	.03800
927	17	.03800
928	17	.03800
929	17	.03800
930	17	.03800
931	17	.03800
932	17	.03800
933	17	.03800
934	17	.03800
935	17	.03800
936	17	.03800
937	17	.03800
938	17	.03800
939	17	.03800
940	17	.03800
941	17	.03800
942	17	.03800
943	17	.03800
944	17	.03800
945	17	.03800
946	17	.03800
947	17	.03800
948	17	.03800
949	17	.03800
950	17	.03800
951	17	.03800
952	17	.03800
953	17	.03800
954	17	.03800
955	17	.03800
956	17	.03800
957	17	.03800
958	17	.03800
959	17	.03800
960	17	.03800
961	17	.03800
962	17	.03800
963	17	.03800
964	17	.03800
965	17	.03800
966	17	.03800
967	17	.03800
968	17	.03800
969	17	.03800
970	17	.03800
971	17	.03800
972	17	.03800
973	17	.03800
974	17	.03800
975	17	.03800
976	17	.03800
977	17	.03800
978	17	.03800
979	17	.03800
980	17	.03800
981	17	.03800
982	17	.03800
983	17	.03800
984	17	.03800
985	16	.03600
986	16	.03600
987	16	.03600
988	16	.03600
989	16	.03600
990	16	.03600
991	16	.03600
992	16	.03600
993	16	.03600
994	16	.03600
995	16	.03600
996	16	.03600
997	16	.03600
998	16	.03600
999	16	.03600
1000	16	.03600
1001	16	.03600
1002	16	.03600
1003	16	.03600
1004	16	.03600
1005	16	.03600
1006	16	.03600
1007	16	.03600
1008	16	.03600
1009	16	.03600
1010	16	.03600
1011	16	.03600
1012	16	.03600
1013	16	.03600
1014	16	.03600
1015	16	.03600
1016	16	.03600
1017	16	.03600
1018	16	.03600
1019	16	.03600
1020	16	.03600
1021	16	.03600
1022	16	.03600
1023	16	.03600
1024	16	.03600
1025	16	.03600
1026	16	.03600
1027	16	.03600
1028	16	.03600
1029	16	.03600
1030	16	.03600
1031	16	.03600
1032	16	.03600
1033	16	.03600
1034	16	.03600
1035	16	.03600
1036	16	.03600
1037	16	.03600
1038	16	.03600
1039	16	.03600
1040	16	.03600
1041	16	.03600
1042	16	.03600
1043	16	.03600
1044	16	.03600
1045	16	.03600
1046	16	.03600
1047	16	.03600
1048	16	.03600
1049	16	.03600
1050	16	.03600
1051	16	.03600
1052	16	.03600
1053	16	.03600
1054	16	.03600
1055	16	.03600
1056	16	.03600
1057	16	.03600
1058	16	.03600
1059	16	.03600
1060	16	.03600
1061	16	.03600
1062	16	.03600
1063	16	.03600
1064	16	.03600
1065	16	.03600
1066	16	.03600
1067	16	.03600
1068	16	.03600
1069	16	.03600
1070	16	.03600
1071	16	.03600
1072	16	.03600
1073	16	.03600
1074	16	.03600
1075	16	.03600
1076	16	.03600
1077	16	.03600
1078	16	.03600
1079	16	.03600
1080	16	.03600
1081	16	.03600
1082	16	.03600
1083	16	.03600
1084	16	.03600
1085	16	.03600
1086	16	.03600
1087	16	.03600
1088	16	.03600
1089	16	.03600
1090	16	.03600
1091	16	.03600
1092	16	.03600
1093	16	.03600
1094	16	.03600
1095	16	.03600
1096	16	.03600
1097	16	.03600
1098	16	.03600
1099	16	.03600
1100	16	.03600
1101	16	.03600
1102	16	.03600
1103	16	.03600
1104	16	.03600
1105	16	.03600
1106	16	.03600
1107	16	.03600
1108	16	.03600
1109	16	.03600
1110	16	.03600
1111	16	.03600
1112	16	.03600
1113	16	.03600
1114	16	.03600
1115	16	.03600
1116	16	.03600
1117	16	.03600
1118	16	.03600
1119	16	.03600
1120	16	.03600
1121	16	.03600
1122	16	.03600
1123	16	.03600
1124	16	.03600
1125	16	.03600
1126	16	.03600
1127	16	.03600
1128	16	.03600
1129	15	.03400
1130	15	.03400
1131	15	.03400
1132	15	.03400
1133	15	.03400
1134	15	.03400
1135	15	.03400
1136	15	.03400
1137	15	.03400
1138	15	.03400
1139	15	.03400
1140	15	.03400
1141	15	.03400
1142	15	.03400
1143	15	.03400
1144	15	.03400
1145	15	.03400
1146	15	.03400
1147	15	.03400
1148	15	.03400
1149	15	.03400
1150	15	.03400
1151	15	.03400
1152	15	.03400
1153	15	.03400
1154	15	.03400
1155	15	.03400
1156	15	.03400
1157	15	.03400
1158	15	.03400
1159	15	.03400
1160	15	.03400
1161	15	.03400
1162	15	.03400
1163	15	.03400
1164	15	.03400
1165	15	.03400
1166	15	.03400
1167	15	.03400
1168	15	.03400
1169	15	.03400
1170	15	.03400
1171	15	.03400
1172	15	.03400
1173	15	.03400
1174	15	.03400
1175	15	.03400
1176	15	.03400
1177	15	.03400
1178	15	.03400
1179	15	.03400
1180	15	.03400
1181	15	.03400
1182	15	.03400
1183	15	.03400
1184	15	.03400
1185	15	.03400
1186	15	.03400
1187	15	.03400
1188	15	.03400
1189	15	.03400
1190	15	.03400
1191	15	.03400
1192	15	.03400
1193	15	.03400
1194	15	.03400
1195	15	.03400
1196	15	.03400
1197	15	.03400
1198	15	.03400
1199	15	.03400
1200	15	.03400
1201	15	.03400
1202	15	.03400
1203	15	.03400
1204	15	.03400
1205	15	.03400
1206	15	.03400
1207	15	.03400
1208	15	.03400
1209	15	.03400
1210	15	.03400
1211	15	.03400
1212	15	.03400
1213	15	.03400
1214	15	.03400
1215	15	.03400
1216	15	.03400
1217	15	.03400
1218	15	.03400
1219	15	.03400
1220	15	.03400
1221	15	.03400
1222	15	.03400
1223	15	.03400
1224	15	.03400
1225	15	.03400
1226	15	.03400
1227	15	.03400
1228	15	.03400
1229	15	.03400
1230	15	.03400
1231	15	.03400
1232	15	.03400
1233	15	.03400
1234	15	.03400
1235	15	.03400
1236	15	.03400
1237	15	.03400
1238	15	.03400
1239	15	.03400
1240	15	.03400
1241	15	.03400
1242	15	.03400
1243	15	.03400
1244	15	.03400
1245	15	.03400
1246	15	.03400
1247	15	.03400
1248	15	.03400
1249	15	.03400
1250	15	.03400
1251	15	.03400
1252	15	.03400
1253	15	.03400
1254	15	.03400
1255	15	.03400
1256	15	.03400
1257	15	.03400
1258	15	.03400
1259	15	.03400
1260	15	.03400
1261	15	.03400
1262	15	.03400
1263	15	.03400
1264	15	.03400
1265	15	.03400
1266	15	.03400
1267	15	.03400
1268	15	.03400
1269	15	.03400
1270	15	.03400
1271	15	.03400
1272	15	.03400
1273	15	.03400
1274	15	.03400
1275	15	.03400
1276	15	.03400
1277	15	.03400
1278	15	.03400
1279	15	.03400
1280	15	.03400
1281	15	.03400
1282	15	.03400
1283	15	.03400
1284	15	.03400
1285	15	.03400
1286	15	.03400
1287	15	.03400
1288	15	.03400
1289	15	.03400
1290	15	.03400
1291	15	.03400
1292	15	.03400
1293	15	.03400
1294	15	.03400
1295	15	.03400
1296	15	.03400
1297	15	.03400
1298	15	.03400
1299	14	.03100
1300	14	.03100
1301	14	.03100
1302	14	.03100
1303	14	.03100
1304	14	.03100
1305	14	.03100
1306	14	.03100
1307	14	.03100
1308	14	.03100
1309	14	.03100
1310	14	.03100
1311	14	.03100
1312	14	.03100
1313	14	.03100
1314	14	.03100
1315	14	.03100
1316	14	.03100
1317	14	.03100
1318	14	.03100
1319	14	.03100
1320	14	.03100
1321	14	.03100
1322	14	.03100
1323	14	.03100
1324	14	.03100
1325	14	.03100
1326	14	.03100
1327	14	.03100
1328	14	.03100
1329	14	.03100
1330	14	.03100
1331	14	.03100
1332	14	.03100
1333	14	.03100
1334	14	.03100
1335	14	.03100
1336	14	.03100
1337	14	.03100
1338	14	.03100
1339	14	.03100
1340	14	.03100
1341	14	.03100
1342	14	.03100
1343	14	.03100
1344	14	.03100
1345	14	.03100
1346	14	.03100
1347	14	.03100
1348	14	.03100
1349	14	.03100
1350	14	.03100
1351	14	.03100
1352	14	.03100
1353	14	.03100
1354	14	.03100
1355	14	.03100
1356	14	.03100
1357	14	.03100
1358	14	.03100
1359	14	.03100
1360	14	.03100
1361	14	.03100
1362	14	.03100
1363	14	.03100
1364	14	.03100
1365	14	.03100
1366	14	.03100
1367	14	.03100
1368	14	.03100
1369	14	.03100
1370	14	.03100
1371	14	.03100
1372	14	.03100
1373	14	.03100
1374	14	.03100
1375	14	.03100
1376	14	.03100
1377	14	.03100
1378	14	.03100
1379	14	.03100
1380	14	.03100
1381	14	.03100
1382	14	.03100
1383	14	.03100
1384	14	.03100
1385	14	.03100
1386	14	.03100
1387	14	.03100
1388	14	.03100
1389	14	.03100
1390	14	.03100
1391	14	.03100
1392	14	.03100
1393	14	.03100
1394	14	.03100
1395	14	.03100
1396	14	.03100
1397	14	.03100
1398	14	.03100
1399	14	.03100
1400	14	.03100
1401	14	.03100
1402	14	.03100
1403	14	.03100
1404	14	.03100
1405	14	.03100
1406	14	.03100
1407	14	.03100
1408	14	.03100
1409	14	.03100
1410	14	.03100
1411	14	.03100
1412	14	.03100
1413	14	.03100
1414	14	.03100
1415	14	.03100
1416	14	.03100
1417	14	.03100
1418	14	.03100
1419	14	.03100
1420	14	.03100
1421	14	.03100
1422	14	.03100
1423	14	.03100
1424	14	.03100
1425	14	.03100
1426	14	.03100
1427	14	.03100
1428	14	.03100
1429	14	.03100
1430	14	.03100
1431	14	.03100
1432	14	.03100
1433	14	.03100
1434	14	.03100
1435	14	.03100
1436	14	.03100
1437	13	.02900
1438	13	.02900
1439	13	.02900
1440	13	.02900
1441	13	.02900
1442	13	.02900
1443	13	.02900
1444	13	.02900
1445	13	.02900
1446	13	.02900
1447	13	.02900
1448	13	.02900
1449	13	.02900
1450	13	.02900
1451	13	.02900
1452	13	.02900
1453	13	.02900
1454	13	.02900
1455	13	.02900
1456	13	.02900
1457	13	.02900
1458	13	.02900
1459	13	.02900
1460	13	.02900
1461	13	.02900
1462	13	.02900
1463	13	.02900
1464	13	.02900
1465	13	.02900
1466	13	.02900
1467	13	.02900
1468	13	.02900
1469	13	.02900
1470	13	.02900
1471	13	.02900
1472	13	.02900
1473	13	.02900
1474	13	.02900
1475	13	.02900
1476	13	.02900
1477	13	.02900
1478	13	.02900
1479	13	.02900
1480	13	.02900
1481	13	.02900
1482	13	.02900
1483	13	.02900
1484	13	.02900
1485	13	.02900
1486	13	.02900
1487	13	.02900
1488	13	.02900
1489	13	.02900
1490	13	.02900
1491	13	.02900
1492	13	.02900
1493	13	.02900
1494	13	.02900
1495	13	.02900
1496	13	.02900
1497	13	.02900
1498	13	.02900
1499	13	.02900
1500	13	.02900
1501	13	.02900
1502	13	.02900
1503	13	.02900
1504	13	.02900
1505	13	.02900
1506	13	.02900
1507	13	.02900
1508	13	.02900
1509	13	.02900
1510	13	.02900
1511	13	.02900
1512	13	.02900
1513	13	.02900
1514	13	.02900
1515	13	.02900
1516	13	.02900
1517	13	.02900
1518	13	.02900
1519	13	.02900
1520	13	.02900
1521	13	.02900
1522	13	.02900
1523	13	.02900
1524	13	.02900
1525	13	.02900
1526	13	.02900
1527	13	.02900
1528	13	.02900
1529	13	.02900
1530	13	.02900
1531	13	.02900
1532	13	.02900
1533	13	.02900
1534	13	.02900
1535	13	.02900
1536	13	.02900
1537	13	.02900
1538	13	.02900
1539	13	.02900
1540	13	.02900
1541	13	.02900
1542	13	.02900
1543	13	.02900
1544	13	.02900
1545	13	.02900
1546	13	.02900
1547	13	.02900
1548	13	.02900
1549	13	.02900
1550	13	.02900
1551	13	.02900
1552	13	.02900
1553	13	.02900
1554	13	.02900
1555	13	.02900
1556	13	.02900
1557	13	.02900
1558	13	.02900
1559	13	.02900
1560	13	.02900
1561	13	.02900
1562	13	.02900
1563	13	.02900
1564	13	.02900
1565	13	.02900
1566	13	.02900
1567	13	.02900
1568	13	.02900
1569	13	.02900
1570	13	.02900
1571	13	.02900
1572	13	.02900
1573	13	.02900
1574	13	.02900
1575	13	.02900
1576	13	.02900
1577	13	.02900
1578	13	.02900
1579	13	.02900
1580	13	.02900
1581	13	.02900
1582	13	.02900
1583	13	.02900
1584	13	.02900
1585	12	.02700
1586	12	.02700
1587	12	.02700
1588	12	.02700
1589	12	.02700
1590	12	.02700
1591	12	.02700
1592	12	.02700
1593	12	.02700
1594	12	.02700
1595	12	.02700
1596	12	.02700
1597	12	.02700
1598	12	.02700
1599	12	.02700
1600	12	.02700
1601	12	.02700
1602	12	.02700
1603	12	.02700
1604	12	.02700
1605	12	.02700
1606	12	.02700
1607	12	.02700
1608	12	.02700
1609	12	.02700
1610	12	.02700
1611	12	.02700
1612	12	.02700
1613	12	.02700
1614	12	.02700
1615	12	.02700
1616	12	.02700
1617	12	.02700
1618	12	.02700
1619	12	.02700
1620	12	.02700
1621	12	.02700
1622	12	.02700
1623	12	.02700
1624	12	.02700
1625	12	.02700
1626	12	.02700
1627	12	.02700
1628	12	.02700
1629	12	.02700
1630	12	.02700
1631	12	.02700
1632	12	.02700
1633	12	.02700
1634	12	.02700
1635	12	.02700
1636	12	.02700
1637	12	.02700
1638	12	.02700
1639	12	.02700
1640	12	.02700
1641	12	.02700
1642	12	.02700
1643	12	.02700
1644	12	.02700
1645	12	.02700
1646	12	.02700
1647	12	.02700
1648	12	.02700
1649	12	.02700
1650	12	.02700
1651	12	.02700
1652	12	.02700
1653	12	.02700
1654	12	.02700
1655	12	.02700
1656	12	.02700
1657	12	.02700
1658	12	.02700
1659	12	.02700
1660	12	.02700
1661	12	.02700
