Number of clusters	Members in cluster	Percentage of total
1658	1	.01300
1659	1	.01300
1660	1	.01300
1661	1	.01300
1662	1	.01300
1663	1	.01300
1664	1	.01300
1665	1	.01300
1666	1	.01300
1667	1	.01300
1668	1	.01300
1669	1	.01300
1670	1	.01300
1671	1	.01300
1672	1	.01300
1673	1	.01300
1674	1	.01300
1675	1	.01300
1676	1	.01300
1677	1	.01300
1678	1	.01300
1679	1	.01300
1680	1	.01300
1681	1	.01300
1682	1	.01300
1683	1	.01300
1684	1	.01300
1685	1	.01300
1686	1	.01300
1687	1	.01300
1688	1	.01300
1689	1	.01300
1690	1	.01300
1691	1	.01300
1692	1	.01300
1693	1	.01300
1694	1	.01300
1695	1	.01300
1696	1	.01300
1697	1	.01300
1698	1	.01300
1699	1	.01300
1700	1	.01300
1701	1	.01300
1702	1	.01300
1703	1	.01300
1704	1	.01300
1705	1	.01300
1706	1	.01300
1707	1	.01300
1708	1	.01300
1709	1	.01300
1710	1	.01300
1711	1	.01300
1712	1	.01300
1713	1	.01300
1714	1	.01300
1715	1	.01300
1716	1	.01300
1717	1	.01300
1718	1	.01300
1719	1	.01300
1720	1	.01300
1721	1	.01300
1722	1	.01300
1723	1	.01300
1724	1	.01300
1725	1	.01300
1726	1	.01300
1727	1	.01300
1728	1	.01300
1729	1	.01300
1730	1	.01300
1731	1	.01300
1732	1	.01300
1733	1	.01300
1734	1	.01300
1735	1	.01300
1736	1	.01300
1737	1	.01300
1738	1	.01300
1739	1	.01300
1740	1	.01300
1741	1	.01300
1742	1	.01300
1743	1	.01300
1744	1	.01300
1745	1	.01300
1746	1	.01300
1747	1	.01300
1748	1	.01300
1749	1	.01300
1750	1	.01300
1751	1	.01300
1752	1	.01300
1753	1	.01300
1754	1	.01300
1755	1	.01300
1756	1	.01300
1757	1	.01300
1758	1	.01300
1759	1	.01300
1760	1	.01300
1761	1	.01300
1762	1	.01300
1763	1	.01300
1764	1	.01300
1765	1	.01300
1766	1	.01300
1767	1	.01300
1768	1	.01300
1769	1	.01300
1770	1	.01300
1771	1	.01300
1772	1	.01300
1773	1	.01300
1774	1	.01300
1775	1	.01300
1776	1	.01300
1777	1	.01300
1778	1	.01300
1779	1	.01300
1780	1	.01300
1781	1	.01300
1782	1	.01300
1783	1	.01300
1784	1	.01300
1785	1	.01300
1786	1	.01300
1787	1	.01300
1788	1	.01300
1789	1	.01300
1790	1	.01300
1791	1	.01300
1792	1	.01300
1793	1	.01300
1794	1	.01300
1795	1	.01300
1796	1	.01300
1797	1	.01300
1798	1	.01300
1799	1	.01300
1800	1	.01300
1801	1	.01300
1802	1	.01300
1803	1	.01300
1804	1	.01300
1805	1	.01300
1806	1	.01300
1807	1	.01300
1808	1	.01300
1809	1	.01300
1810	1	.01300
1811	1	.01300
1812	1	.01300
1813	1	.01300
1814	1	.01300
1815	1	.01300
1816	1	.01300
1817	1	.01300
1818	1	.01300
1819	1	.01300
1820	1	.01300
1821	1	.01300
1822	1	.01300
1823	1	.01300
1824	1	.01300
1825	1	.01300
1826	1	.01300
1827	1	.01300
1828	1	.01300
1829	1	.01300
1830	1	.01300
1831	1	.01300
1832	1	.01300
1833	1	.01300
1834	1	.01300
1835	1	.01300
1836	1	.01300
1837	1	.01300
1838	1	.01300
1839	1	.01300
1840	1	.01300
1841	1	.01300
1842	1	.01300
1843	1	.01300
1844	1	.01300
1845	1	.01300
1846	1	.01300
1847	1	.01300
1848	1	.01300
1849	1	.01300
1850	1	.01300
1851	1	.01300
1852	1	.01300
1853	1	.01300
1854	1	.01300
1855	1	.01300
1856	1	.01300
1857	1	.01300
1858	1	.01300
1859	1	.01300
1860	1	.01300
1861	1	.01300
1862	1	.01300
1863	1	.01300
1864	1	.01300
1865	1	.01300
1866	1	.01300
1867	1	.01300
1868	1	.01300
1869	1	.01300
1870	1	.01300
1871	1	.01300
1872	1	.01300
1873	1	.01300
1874	1	.01300
1875	1	.01300
1876	1	.01300
1877	1	.01300
1878	1	.01300
1879	1	.01300
1880	1	.01300
1881	1	.01300
1882	1	.01300
1883	1	.01300
1884	1	.01300
1885	1	.01300
1886	1	.01300
1887	1	.01300
1888	1	.01300
1889	1	.01300
1890	1	.01300
1891	1	.01300
1892	1	.01300
1893	1	.01300
1894	1	.01300
1895	1	.01300
1896	1	.01300
1897	1	.01300
1898	1	.01300
1899	1	.01300
1900	1	.01300
1901	1	.01300
1902	1	.01300
1903	1	.01300
1904	1	.01300
1905	1	.01300
1906	1	.01300
1907	1	.01300
1908	1	.01300
1909	1	.01300
1910	1	.01300
1911	1	.01300
1912	1	.01300
1913	1	.01300
1914	1	.01300
1915	1	.01300
1916	1	.01300
1917	1	.01300
1918	1	.01300
1919	1	.01300
1920	1	.01300
1921	1	.01300
1922	1	.01300
1923	1	.01300
1924	1	.01300
1925	1	.01300
1926	1	.01300
1927	1	.01300
1928	1	.01300
1929	1	.01300
1930	1	.01300
1931	1	.01300
1932	1	.01300
1933	1	.01300
1934	1	.01300
1935	1	.01300
1936	1	.01300
1937	1	.01300
1938	1	.01300
1939	1	.01300
1940	1	.01300
1941	1	.01300
1942	1	.01300
1943	1	.01300
1944	1	.01300
1945	1	.01300
1946	1	.01300
1947	1	.01300
1948	1	.01300
1949	1	.01300
1950	1	.01300
1951	1	.01300
1952	1	.01300
1953	1	.01300
1954	1	.01300
1955	1	.01300
1956	1	.01300
1957	1	.01300
1958	1	.01300
1959	1	.01300
1960	1	.01300
1961	1	.01300
1962	1	.01300
1963	1	.01300
1964	1	.01300
1965	1	.01300
1966	1	.01300
1967	1	.01300
1968	1	.01300
1969	1	.01300
1970	1	.01300
1971	1	.01300
1972	1	.01300
1973	1	.01300
1974	1	.01300
1975	1	.01300
1976	1	.01300
1977	1	.01300
1978	1	.01300
1979	1	.01300
1980	1	.01300
1981	1	.01300
1982	1	.01300
1983	1	.01300
1984	1	.01300
1985	1	.01300
1986	1	.01300
1987	1	.01300
1988	1	.01300
1989	1	.01300
1990	1	.01300
1991	1	.01300
1992	1	.01300
1993	1	.01300
1994	1	.01300
1995	1	.01300
1996	1	.01300
1997	1	.01300
1998	1	.01300
1999	1	.01300
2000	1	.01300
2001	1	.01300
2002	1	.01300
2003	1	.01300
2004	1	.01300
2005	1	.01300
2006	1	.01300
2007	1	.01300
2008	1	.01300
2009	1	.01300
2010	1	.01300
2011	1	.01300
2012	1	.01300
2013	1	.01300
2014	1	.01300
2015	1	.01300
2016	1	.01300
2017	1	.01300
2018	1	.01300
2019	1	.01300
2020	1	.01300
2021	1	.01300
2022	1	.01300
2023	1	.01300
2024	1	.01300
2025	1	.01300
2026	1	.01300
2027	1	.01300
2028	1	.01300
2029	1	.01300
2030	1	.01300
2031	1	.01300
2032	1	.01300
2033	1	.01300
2034	1	.01300
2035	1	.01300
2036	1	.01300
2037	1	.01300
2038	1	.01300
2039	1	.01300
2040	1	.01300
2041	1	.01300
2042	1	.01300
2043	1	.01300
2044	1	.01300
2045	1	.01300
2046	1	.01300
2047	1	.01300
2048	1	.01300
2049	1	.01300
2050	1	.01300
2051	1	.01300
2052	1	.01300
2053	1	.01300
2054	1	.01300
2055	1	.01300
2056	1	.01300
2057	1	.01300
2058	1	.01300
2059	1	.01300
2060	1	.01300
2061	1	.01300
2062	1	.01300
2063	1	.01300
2064	1	.01300
2065	1	.01300
2066	1	.01300
2067	1	.01300
2068	1	.01300
2069	1	.01300
2070	1	.01300
2071	1	.01300
2072	1	.01300
2073	1	.01300
2074	1	.01300
2075	1	.01300
2076	1	.01300
2077	1	.01300
2078	1	.01300
2079	1	.01300
2080	1	.01300
2081	1	.01300
2082	1	.01300
2083	1	.01300
2084	1	.01300
2085	1	.01300
2086	1	.01300
2087	1	.01300
2088	1	.01300
2089	1	.01300
2090	1	.01300
2091	1	.01300
2092	1	.01300
2093	1	.01300
2094	1	.01300
2095	1	.01300
2096	1	.01300
2097	1	.01300
2098	1	.01300
2099	1	.01300
2100	1	.01300
2101	1	.01300
2102	1	.01300
2103	1	.01300
2104	1	.01300
2105	1	.01300
2106	1	.01300
2107	1	.01300
2108	1	.01300
2109	1	.01300
2110	1	.01300
2111	1	.01300
2112	1	.01300
2113	1	.01300
2114	1	.01300
2115	1	.01300
2116	1	.01300
2117	1	.01300
2118	1	.01300
2119	1	.01300
2120	1	.01300
2121	1	.01300
2122	1	.01300
2123	1	.01300
2124	1	.01300
2125	1	.01300
2126	1	.01300
2127	1	.01300
2128	1	.01300
2129	1	.01300
2130	1	.01300
2131	1	.01300
2132	1	.01300
2133	1	.01300
2134	1	.01300
2135	1	.01300
2136	1	.01300
2137	1	.01300
2138	1	.01300
2139	1	.01300
2140	1	.01300
2141	1	.01300
2142	1	.01300
2143	1	.01300
2144	1	.01300
2145	1	.01300
2146	1	.01300
2147	1	.01300
2148	1	.01300
2149	1	.01300
2150	1	.01300
2151	1	.01300
2152	1	.01300
2153	1	.01300
2154	1	.01300
2155	1	.01300
2156	1	.01300
2157	1	.01300
2158	1	.01300
2159	1	.01300
2160	1	.01300
2161	1	.01300
2162	1	.01300
2163	1	.01300
2164	1	.01300
2165	1	.01300
2166	1	.01300
2167	1	.01300
2168	1	.01300
2169	1	.01300
2170	1	.01300
2171	1	.01300
2172	1	.01300
2173	1	.01300
2174	1	.01300
2175	1	.01300
2176	1	.01300
2177	1	.01300
2178	1	.01300
2179	1	.01300
2180	1	.01300
2181	1	.01300
2182	1	.01300
2183	1	.01300
2184	1	.01300
2185	1	.01300
2186	1	.01300
2187	1	.01300
2188	1	.01300
2189	1	.01300
2190	1	.01300
2191	1	.01300
2192	1	.01300
2193	1	.01300
2194	1	.01300
2195	1	.01300
2196	1	.01300
2197	1	.01300
2198	1	.01300
2199	1	.01300
2200	1	.01300
2201	1	.01300
2202	1	.01300
2203	1	.01300
2204	1	.01300
2205	1	.01300
2206	1	.01300
2207	1	.01300
2208	1	.01300
2209	1	.01300
2210	1	.01300
2211	1	.01300
2212	1	.01300
2213	1	.01300
2214	1	.01300
2215	1	.01300
2216	1	.01300
2217	1	.01300
2218	1	.01300
2219	1	.01300
2220	1	.01300
2221	1	.01300
2222	1	.01300
2223	1	.01300
2224	1	.01300
2225	1	.01300
2226	1	.01300
2227	1	.01300
2228	1	.01300
2229	1	.01300
2230	1	.01300
2231	1	.01300
2232	1	.01300
2233	1	.01300
2234	1	.01300
2235	1	.01300
2236	1	.01300
2237	1	.01300
2238	1	.01300
2239	1	.01300
2240	1	.01300
2241	1	.01300
2242	1	.01300
2243	1	.01300
2244	1	.01300
2245	1	.01300
2246	1	.01300
2247	1	.01300
2248	1	.01300
2249	1	.01300
2250	1	.01300
2251	1	.01300
2252	1	.01300
2253	1	.01300
2254	1	.01300
2255	1	.01300
2256	1	.01300
2257	1	.01300
2258	1	.01300
2259	1	.01300
2260	1	.01300
2261	1	.01300
2262	1	.01300
2263	1	.01300
2264	1	.01300
2265	1	.01300
2266	1	.01300
2267	1	.01300
2268	1	.01300
2269	1	.01300
2270	1	.01300
2271	1	.01300
2272	1	.01300
2273	1	.01300
2274	1	.01300
2275	1	.01300
2276	1	.01300
2277	1	.01300
2278	1	.01300
2279	1	.01300
2280	1	.01300
2281	1	.01300
2282	1	.01300
2283	1	.01300
2284	1	.01300
2285	1	.01300
2286	1	.01300
2287	1	.01300
2288	1	.01300
2289	1	.01300
2290	1	.01300
2291	1	.01300
2292	1	.01300
2293	1	.01300
2294	1	.01300
2295	1	.01300
2296	1	.01300
2297	1	.01300
2298	1	.01300
2299	1	.01300
2300	1	.01300
2301	1	.01300
2302	1	.01300
2303	1	.01300
2304	1	.01300
2305	1	.01300
2306	1	.01300
2307	1	.01300
2308	1	.01300
2309	1	.01300
2310	1	.01300
2311	1	.01300
2312	1	.01300
2313	1	.01300
2314	1	.01300
2315	1	.01300
2316	1	.01300
2317	1	.01300
2318	1	.01300
2319	1	.01300
2320	1	.01300
2321	1	.01300
2322	1	.01300
2323	1	.01300
2324	1	.01300
2325	1	.01300
2326	1	.01300
2327	1	.01300
2328	1	.01300
2329	1	.01300
2330	1	.01300
2331	1	.01300
2332	1	.01300
2333	1	.01300
2334	1	.01300
2335	1	.01300
2336	1	.01300
2337	1	.01300
2338	1	.01300
2339	1	.01300
2340	1	.01300
2341	1	.01300
2342	1	.01300
2343	1	.01300
2344	1	.01300
2345	1	.01300
2346	1	.01300
2347	1	.01300
2348	1	.01300
2349	1	.01300
2350	1	.01300
2351	1	.01300
2352	1	.01300
2353	1	.01300
2354	1	.01300
2355	1	.01300
2356	1	.01300
2357	1	.01300
2358	1	.01300
2359	1	.01300
2360	1	.01300
2361	1	.01300
2362	1	.01300
2363	1	.01300
2364	1	.01300
2365	1	.01300
2366	1	.01300
2367	1	.01300
2368	1	.01300
2369	1	.01300
2370	1	.01300
2371	1	.01300
2372	1	.01300
2373	1	.01300
2374	1	.01300
2375	1	.01300
2376	1	.01300
2377	1	.01300
2378	1	.01300
2379	1	.01300
2380	1	.01300
2381	1	.01300
2382	1	.01300
2383	1	.01300
2384	1	.01300
2385	1	.01300
2386	1	.01300
2387	1	.01300
2388	1	.01300
2389	1	.01300
2390	1	.01300
2391	1	.01300
2392	1	.01300
2393	1	.01300
2394	1	.01300
2395	1	.01300
2396	1	.01300
2397	1	.01300
2398	1	.01300
2399	1	.01300
2400	1	.01300
2401	1	.01300
2402	1	.01300
2403	1	.01300
2404	1	.01300
2405	1	.01300
2406	1	.01300
2407	1	.01300
2408	1	.01300
2409	1	.01300
2410	1	.01300
2411	1	.01300
2412	1	.01300
2413	1	.01300
2414	1	.01300
2415	1	.01300
2416	1	.01300
2417	1	.01300
2418	1	.01300
2419	1	.01300
2420	1	.01300
2421	1	.01300
2422	1	.01300
2423	1	.01300
2424	1	.01300
2425	1	.01300
2426	1	.01300
2427	1	.01300
2428	1	.01300
2429	1	.01300
2430	1	.01300
2431	1	.01300
2432	1	.01300
2433	1	.01300
2434	1	.01300
2435	1	.01300
2436	1	.01300
2437	1	.01300
2438	1	.01300
2439	1	.01300
2440	1	.01300
2441	1	.01300
2442	1	.01300
2443	1	.01300
2444	1	.01300
2445	1	.01300
2446	1	.01300
2447	1	.01300
2448	1	.01300
2449	1	.01300
2450	1	.01300
2451	1	.01300
2452	1	.01300
2453	1	.01300
2454	1	.01300
2455	1	.01300
2456	1	.01300
2457	1	.01300
2458	1	.01300
2459	1	.01300
2460	1	.01300
2461	1	.01300
2462	1	.01300
2463	1	.01300
2464	1	.01300
2465	1	.01300
2466	1	.01300
2467	1	.01300
2468	1	.01300
2469	1	.01300
2470	1	.01300
2471	1	.01300
2472	1	.01300
2473	1	.01300
2474	1	.01300
2475	1	.01300
2476	1	.01300
2477	1	.01300
2478	1	.01300
2479	1	.01300
2480	1	.01300
2481	1	.01300
2482	1	.01300
2483	1	.01300
2484	1	.01300
2485	1	.01300
2486	1	.01300
2487	1	.01300
2488	1	.01300
2489	1	.01300
2490	1	.01300
2491	1	.01300
2492	1	.01300
2493	1	.01300
2494	1	.01300
2495	1	.01300
2496	1	.01300
2497	1	.01300
2498	1	.01300
2499	1	.01300
2500	1	.01300
2501	1	.01300
2502	1	.01300
2503	1	.01300
2504	1	.01300
2505	1	.01300
2506	1	.01300
2507	1	.01300
2508	1	.01300
2509	1	.01300
2510	1	.01300
2511	1	.01300
2512	1	.01300
2513	1	.01300
2514	1	.01300
2515	1	.01300
2516	1	.01300
2517	1	.01300
2518	1	.01300
2519	1	.01300
2520	1	.01300
2521	1	.01300
2522	1	.01300
2523	1	.01300
2524	1	.01300
2525	1	.01300
2526	1	.01300
2527	1	.01300
2528	1	.01300
2529	1	.01300
2530	1	.01300
2531	1	.01300
2532	1	.01300
2533	1	.01300
2534	1	.01300
2535	1	.01300
2536	1	.01300
2537	1	.01300
2538	1	.01300
2539	1	.01300
2540	1	.01300
2541	1	.01300
2542	1	.01300
2543	1	.01300
2544	1	.01300
2545	1	.01300
2546	1	.01300
2547	1	.01300
2548	1	.01300
2549	1	.01300
2550	1	.01300
2551	1	.01300
2552	1	.01300
2553	1	.01300
2554	1	.01300
2555	1	.01300
2556	1	.01300
2557	1	.01300
2558	1	.01300
2559	1	.01300
2560	1	.01300
2561	1	.01300
2562	1	.01300
2563	1	.01300
2564	1	.01300
2565	1	.01300
2566	1	.01300
2567	1	.01300
2568	1	.01300
2569	1	.01300
2570	1	.01300
2571	1	.01300
2572	1	.01300
2573	1	.01300
2574	1	.01300
2575	1	.01300
2576	1	.01300
2577	1	.01300
2578	1	.01300
2579	1	.01300
2580	1	.01300
2581	1	.01300
2582	1	.01300
2583	1	.01300
2584	1	.01300
2585	1	.01300
2586	1	.01300
2587	1	.01300
2588	1	.01300
2589	1	.01300
2590	1	.01300
2591	1	.01300
2592	1	.01300
2593	1	.01300
2594	1	.01300
2595	1	.01300
2596	1	.01300
2597	1	.01300
2598	1	.01300
2599	1	.01300
2600	1	.01300
2601	1	.01300
2602	1	.01300
2603	1	.01300
2604	1	.01300
2605	1	.01300
2606	1	.01300
2607	1	.01300
2608	1	.01300
2609	1	.01300
2610	1	.01300
2611	1	.01300
2612	1	.01300
2613	1	.01300
2614	1	.01300
2615	1	.01300
2616	1	.01300
2617	1	.01300
2618	1	.01300
2619	1	.01300
2620	1	.01300
2621	1	.01300
2622	1	.01300
2623	1	.01300
2624	1	.01300
2625	1	.01300
2626	1	.01300
2627	1	.01300
2628	1	.01300
2629	1	.01300
2630	1	.01300
2631	1	.01300
2632	1	.01300
2633	1	.01300
2634	1	.01300
2635	1	.01300
2636	1	.01300
2637	1	.01300
2638	1	.01300
2639	1	.01300
2640	1	.01300
2641	1	.01300
2642	1	.01300
2643	1	.01300
2644	1	.01300
2645	1	.01300
2646	1	.01300
2647	1	.01300
2648	1	.01300
2649	1	.01300
2650	1	.01300
2651	1	.01300
2652	1	.01300
2653	1	.01300
2654	1	.01300
2655	1	.01300
2656	1	.01300
2657	1	.01300
2658	1	.01300
2659	1	.01300
2660	1	.01300
2661	1	.01300
2662	1	.01300
2663	1	.01300
2664	1	.01300
2665	1	.01300
2666	1	.01300
2667	1	.01300
2668	1	.01300
2669	1	.01300
2670	1	.01300
2671	1	.01300
2672	1	.01300
2673	1	.01300
2674	1	.01300
2675	1	.01300
2676	1	.01300
2677	1	.01300
2678	1	.01300
2679	1	.01300
2680	1	.01300
2681	1	.01300
2682	1	.01300
2683	1	.01300
2684	1	.01300
2685	1	.01300
2686	1	.01300
2687	1	.01300
2688	1	.01300
2689	1	.01300
2690	1	.01300
2691	1	.01300
2692	1	.01300
2693	1	.01300
2694	1	.01300
2695	1	.01300
2696	1	.01300
2697	1	.01300
2698	1	.01300
2699	1	.01300
2700	1	.01300
2701	1	.01300
2702	1	.01300
2703	1	.01300
2704	1	.01300
2705	1	.01300
2706	1	.01300
2707	1	.01300
2708	1	.01300
2709	1	.01300
2710	1	.01300
2711	1	.01300
2712	1	.01300
2713	1	.01300
2714	1	.01300
2715	1	.01300
2716	1	.01300
2717	1	.01300
2718	1	.01300
2719	1	.01300
2720	1	.01300
2721	1	.01300
2722	1	.01300
2723	1	.01300
2724	1	.01300
2725	1	.01300
2726	1	.01300
2727	1	.01300
2728	1	.01300
2729	1	.01300
2730	1	.01300
2731	1	.01300
2732	1	.01300
2733	1	.01300
2734	1	.01300
2735	1	.01300
2736	1	.01300
2737	1	.01300
2738	1	.01300
2739	1	.01300
2740	1	.01300
2741	1	.01300
2742	1	.01300
2743	1	.01300
2744	1	.01300
2745	1	.01300
2746	1	.01300
2747	1	.01300
2748	1	.01300
2749	1	.01300
2750	1	.01300
2751	1	.01300
2752	1	.01300
2753	1	.01300
2754	1	.01300
2755	1	.01300
2756	1	.01300
2757	1	.01300
2758	1	.01300
2759	1	.01300
2760	1	.01300
2761	1	.01300
2762	1	.01300
2763	1	.01300
2764	1	.01300
2765	1	.01300
2766	1	.01300
2767	1	.01300
2768	1	.01300
2769	1	.01300
2770	1	.01300
2771	1	.01300
2772	1	.01300
2773	1	.01300
2774	1	.01300
2775	1	.01300
2776	1	.01300
2777	1	.01300
2778	1	.01300
2779	1	.01300
2780	1	.01300
2781	1	.01300
2782	1	.01300
2783	1	.01300
2784	1	.01300
2785	1	.01300
2786	1	.01300
2787	1	.01300
2788	1	.01300
2789	1	.01300
2790	1	.01300
2791	1	.01300
2792	1	.01300
2793	1	.01300
2794	1	.01300
2795	1	.01300
2796	1	.01300
2797	1	.01300
2798	1	.01300
2799	1	.01300
2800	1	.01300
2801	1	.01300
2802	1	.01300
2803	1	.01300
2804	1	.01300
2805	1	.01300
2806	1	.01300
2807	1	.01300
2808	1	.01300
2809	1	.01300
2810	1	.01300
2811	1	.01300
2812	1	.01300
2813	1	.01300
2814	1	.01300
2815	1	.01300
2816	1	.01300
2817	1	.01300
2818	1	.01300
2819	1	.01300
2820	1	.01300
2821	1	.01300
2822	1	.01300
2823	1	.01300
2824	1	.01300
2825	1	.01300
2826	1	.01300
2827	1	.01300
2828	1	.01300
2829	1	.01300
2830	1	.01300
2831	1	.01300
2832	1	.01300
2833	1	.01300
2834	1	.01300
2835	1	.01300
2836	1	.01300
2837	1	.01300
2838	1	.01300
2839	1	.01300
2840	1	.01300
2841	1	.01300
2842	1	.01300
2843	1	.01300
2844	1	.01300
2845	1	.01300
2846	1	.01300
2847	1	.01300
2848	1	.01300
2849	1	.01300
2850	1	.01300
2851	1	.01300
2852	1	.01300
2853	1	.01300
2854	1	.01300
2855	1	.01300
2856	1	.01300
2857	1	.01300
2858	1	.01300
2859	1	.01300
2860	1	.01300
2861	1	.01300
2862	1	.01300
2863	1	.01300
2864	1	.01300
2865	1	.01300
2866	1	.01300
2867	1	.01300
2868	1	.01300
2869	1	.01300
2870	1	.01300
2871	1	.01300
2872	1	.01300
2873	1	.01300
2874	1	.01300
2875	1	.01300
2876	1	.01300
2877	1	.01300
2878	1	.01300
2879	1	.01300
2880	1	.01300
2881	1	.01300
2882	1	.01300
2883	1	.01300
2884	1	.01300
2885	1	.01300
2886	1	.01300
2887	1	.01300
2888	1	.01300
2889	1	.01300
2890	1	.01300
2891	1	.01300
2892	1	.01300
2893	1	.01300
2894	1	.01300
2895	1	.01300
2896	1	.01300
2897	1	.01300
2898	1	.01300
2899	1	.01300
2900	1	.01300
2901	1	.01300
2902	1	.01300
2903	1	.01300
2904	1	.01300
2905	1	.01300
2906	1	.01300
2907	1	.01300
2908	1	.01300
2909	1	.01300
2910	1	.01300
2911	1	.01300
2912	1	.01300
2913	1	.01300
2914	1	.01300
2915	1	.01300
2916	1	.01300
2917	1	.01300
2918	1	.01300
2919	1	.01300
2920	1	.01300
2921	1	.01300
2922	1	.01300
2923	1	.01300
2924	1	.01300
2925	1	.01300
2926	1	.01300
2927	1	.01300
2928	1	.01300
2929	1	.01300
2930	1	.01300
2931	1	.01300
2932	1	.01300
2933	1	.01300
2934	1	.01300
2935	1	.01300
2936	1	.01300
2937	1	.01300
2938	1	.01300
2939	1	.01300
2940	1	.01300
2941	1	.01300
2942	1	.01300
2943	1	.01300
2944	1	.01300
2945	1	.01300
2946	1	.01300
2947	1	.01300
2948	1	.01300
2949	1	.01300
2950	1	.01300
2951	1	.01300
2952	1	.01300
2953	1	.01300
2954	1	.01300
2955	1	.01300
2956	1	.01300
2957	1	.01300
2958	1	.01300
2959	1	.01300
2960	1	.01300
2961	1	.01300
2962	1	.01300
2963	1	.01300
2964	1	.01300
2965	1	.01300
2966	1	.01300
2967	1	.01300
2968	1	.01300
2969	1	.01300
2970	1	.01300
2971	1	.01300
2972	1	.01300
2973	1	.01300
2974	1	.01300
2975	1	.01300
2976	1	.01300
2977	1	.01300
2978	1	.01300
2979	1	.01300
2980	1	.01300
2981	1	.01300
2982	1	.01300
2983	1	.01300
2984	1	.01300
2985	1	.01300
2986	1	.01300
2987	1	.01300
2988	1	.01300
2989	1	.01300
2990	1	.01300
2991	1	.01300
2992	1	.01300
2993	1	.01300
2994	1	.01300
2995	1	.01300
2996	1	.01300
2997	1	.01300
2998	1	.01300
2999	1	.01300
3000	1	.01300
3001	1	.01300
3002	1	.01300
3003	1	.01300
3004	1	.01300
3005	1	.01300
3006	1	.01300
3007	1	.01300
3008	1	.01300
3009	1	.01300
3010	1	.01300
3011	1	.01300
3012	1	.01300
3013	1	.01300
3014	1	.01300
3015	1	.01300
3016	1	.01300
3017	1	.01300
3018	1	.01300
3019	1	.01300
3020	1	.01300
3021	1	.01300
3022	1	.01300
3023	1	.01300
3024	1	.01300
3025	1	.01300
3026	1	.01300
3027	1	.01300
3028	1	.01300
3029	1	.01300
3030	1	.01300
3031	1	.01300
3032	1	.01300
3033	1	.01300
3034	1	.01300
3035	1	.01300
3036	1	.01300
3037	1	.01300
3038	1	.01300
3039	1	.01300
3040	1	.01300
3041	1	.01300
3042	1	.01300
3043	1	.01300
3044	1	.01300
3045	1	.01300
3046	1	.01300
3047	1	.01300
3048	1	.01300
3049	1	.01300
3050	1	.01300
3051	1	.01300
3052	1	.01300
3053	1	.01300
3054	1	.01300
3055	1	.01300
3056	1	.01300
3057	1	.01300
3058	1	.01300
3059	1	.01300
3060	1	.01300
3061	1	.01300
3062	1	.01300
3063	1	.01300
3064	1	.01300
3065	1	.01300
3066	1	.01300
3067	1	.01300
3068	1	.01300
3069	1	.01300
3070	1	.01300
3071	1	.01300
3072	1	.01300
3073	1	.01300
3074	1	.01300
3075	1	.01300
3076	1	.01300
3077	1	.01300
3078	1	.01300
3079	1	.01300
3080	1	.01300
3081	1	.01300
3082	1	.01300
3083	1	.01300
3084	1	.01300
3085	1	.01300
3086	1	.01300
3087	1	.01300
3088	1	.01300
3089	1	.01300
3090	1	.01300
3091	1	.01300
3092	1	.01300
3093	1	.01300
3094	1	.01300
3095	1	.01300
3096	1	.01300
3097	1	.01300
3098	1	.01300
3099	1	.01300
3100	1	.01300
3101	1	.01300
3102	1	.01300
3103	1	.01300
3104	1	.01300
3105	1	.01300
3106	1	.01300
3107	1	.01300
3108	1	.01300
3109	1	.01300
3110	1	.01300
3111	1	.01300
3112	1	.01300
3113	1	.01300
3114	1	.01300
3115	1	.01300
3116	1	.01300
3117	1	.01300
3118	1	.01300
3119	1	.01300
3120	1	.01300
3121	1	.01300
3122	1	.01300
3123	1	.01300
3124	1	.01300
3125	1	.01300
3126	1	.01300
3127	1	.01300
3128	1	.01300
3129	1	.01300
3130	1	.01300
3131	1	.01300
3132	1	.01300
3133	1	.01300
3134	1	.01300
3135	1	.01300
3136	1	.01300
3137	1	.01300
3138	1	.01300
3139	1	.01300
3140	1	.01300
3141	1	.01300
3142	1	.01300
3143	1	.01300
3144	1	.01300
3145	1	.01300
3146	1	.01300
3147	1	.01300
3148	1	.01300
3149	1	.01300
3150	1	.01300
3151	1	.01300
3152	1	.01300
3153	1	.01300
3154	1	.01300
3155	1	.01300
3156	1	.01300
3157	1	.01300
3158	1	.01300
3159	1	.01300
3160	1	.01300
3161	1	.01300
3162	1	.01300
3163	1	.01300
3164	1	.01300
3165	1	.01300
3166	1	.01300
3167	1	.01300
3168	1	.01300
3169	1	.01300
3170	1	.01300
3171	1	.01300
3172	1	.01300
3173	1	.01300
3174	1	.01300
3175	1	.01300
3176	1	.01300
3177	1	.01300
3178	1	.01300
3179	1	.01300
3180	1	.01300
3181	1	.01300
3182	1	.01300
3183	1	.01300
3184	1	.01300
3185	1	.01300
3186	1	.01300
3187	1	.01300
3188	1	.01300
3189	1	.01300
3190	1	.01300
3191	1	.01300
3192	1	.01300
3193	1	.01300
3194	1	.01300
3195	1	.01300
3196	1	.01300
3197	1	.01300
3198	1	.01300
3199	1	.01300
3200	1	.01300
3201	1	.01300
3202	1	.01300
3203	1	.01300
3204	1	.01300
3205	1	.01300
3206	1	.01300
3207	1	.01300
3208	1	.01300
3209	1	.01300
3210	1	.01300
